GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A08AA1820,A08AA1830,A08AA1840,A08AA1850,A08AA1860,A08AA1870,A08AA1880,A08AA1890,A08AA1900,A08AA1910,A08AA1920,A08AA1930,A08AA1940,A08AA1950,A08AA1960,A08AA1970,A08AA1980,A08AA1990,A08AA2000,A08AA2010,A08AB1820,A08AB1830,A08AB1840,A08AB1850,A08AB1860,A08AB1870,A08AB1880,A08AB1890,A08AB1900,A08AB1910,A08AB1920,A08AB1930,A08AB1940,A08AB1950,A08AB1960,A08AB1970,A08AB1980,A08AB1990,A08AB2000,A08AB2010
"G3701150","North Carolina","370","Madison County","1150",,,,,2999,4053,6468,9151,10537,10232,10213,10364,11455,10484,8680,7820,8238,8316,9684,10273,,,,,2909,4139,6342,8654,10107,9900,9870,9942,11067,10038,8537,8183,8589,8637,9951,10491
"G3701170","North Carolina","370","Martin County","1170",3225,4302,3752,4265,5043,4842,6455,7621,7752,8945,10530,11708,13107,13891,13342,11929,12306,11777,11868,11433,3095,4237,3885,4042,5152,4805,6685,7600,7631,8852,10298,11692,13004,14047,13797,12801,13642,13301,13725,13072
"G3701190","North Carolina","370","Mecklenburg County","1190",8362,10117,9151,6894,8680,11869,17027,21119,27231,32796,39477,62593,73301,94758,130161,169169,193390,245660,341457,444881,8533,9956,9122,7020,8694,12430,17148,21554,28037,34235,41218,65378,78525,102294,141950,185487,210880,265773,353997,474747
"G3701210","North Carolina","370","Mitchell County","1210",,,,,,2332,4666,6518,7771,8861,5788,7115,8123,7568,6855,6549,7026,6930,7666,7600,,,,,,2373,4769,6289,7450,8384,5490,6847,7857,7575,7051,6898,7402,7503,8021,7979
"G3701230","North Carolina","370","Montgomery County","1230",4423,5603,5366,3380,3772,3584,4616,5651,7165,7519,7395,8205,8316,8789,9107,9381,10982,11763,13581,13458,4270,5316,5414,3492,3877,3903,4758,5588,7032,7448,7212,8013,7964,8471,9301,9886,11487,11583,13241,14340
"G3701250","North Carolina","370","Moore County","1250",3568,3796,3998,4513,5640,5723,8395,10271,11563,8264,10450,13713,15260,16317,17803,18650,24351,28156,36024,42176,3560,3949,3990,4829,5787,6317,8426,10208,12059,8746,10938,14502,15709,16812,18930,20398,26154,30857,38745,46071
"G3701270","North Carolina","370","Nash County","1270",4079,4219,4451,5204,5726,5266,8777,10468,12997,17171,20867,26244,27474,29637,29864,28345,31919,36382,42061,46275,4106,4271,4596,5453,5961,5811,8954,10239,12481,16556,20194,26538,28134,30282,31138,30777,35234,40295,45359,49565
"G3701290","North Carolina","370","New Hanover County","1290",5444,5474,6720,8927,11047,13465,9935,11294,12066,15511,19925,20453,23101,30038,34223,39667,49364,57071,77371,98269,5422,5485,6592,8741,10668,14513,11441,12732,13719,16526,20695,22557,24834,33234,37519,43329,54107,63213,82936,104398
"G3701310","North Carolina","370","Northampton County","1310",6667,6792,6793,6665,6803,7171,9920,10576,10584,11019,11492,13551,14001,14117,13297,11912,11112,10059,10583,10714,6575,6599,6576,6670,6569,7578,10112,10666,10566,11304,11692,13610,14298,14315,13514,12097,11472,10739,11503,11385
"G3701330","North Carolina","370","Onslow County","1330",3586,3907,3746,4048,4370,3665,4916,5210,6064,7288,7423,7799,9104,26007,49510,63667,67085,89617,82986,95349,3430,3907,3781,4235,4486,3904,4913,5093,5876,6837,7280,7490,8835,16040,33196,39459,45699,60221,67369,82423
"G3701350","North Carolina","370","Orange County","1350",11808,11911,12003,8401,8316,8218,11780,7636,7441,7557,8987,10857,11627,19105,22624,29943,36777,44471,56038,63954,11684,11997,12353,8654,8631,9289,11918,7312,7249,7507,8908,10314,11445,15330,20346,27764,40278,49380,62189,69847
"G3701370","North Carolina","370","Pamlico County","1370",,,,,,,3125,3597,4036,5087,4596,4711,4897,5044,4870,4577,5012,5457,6513,6710,,,,,,,3198,3549,4009,4879,4464,4588,4809,4949,4980,4890,5386,5915,6421,6434
"G3701390","North Carolina","370","Pasquotank County","1390",4194,4390,4360,4573,4543,4010,5129,5320,6818,8305,8715,9388,10201,11954,12462,12987,13681,14694,16890,19969,3814,4251,4154,4377,4397,4121,5240,5428,6842,8388,8955,9755,10367,12393,13168,13837,14781,16604,18007,20692
"G3701410","North Carolina","370","Pender County","1410",,,,,,,6309,6185,6614,7797,7458,7784,8911,9206,9140,8970,10891,14010,20663,26134,,,,,,,6159,6329,6767,7674,7330,7902,8799,9217,9368,9179,11324,14845,20419,26083
"G3701430","North Carolina","370","Perquimans County","1430",3424,3704,3718,3747,3721,3927,4683,4637,5107,5609,5613,5264,4918,4781,4533,4056,4538,5000,5426,6446,3433,3715,3628,3585,3517,4018,4783,4656,4984,5445,5524,5404,4855,4821,4645,4295,4948,5447,5942,7007
"G3701450","North Carolina","370","Person County","1450",4586,4986,4810,5319,5546,5381,6692,7627,8344,8762,9553,11086,12676,12263,13091,12662,14072,14432,17188,19137,4443,5041,4980,5462,5675,5789,7027,7524,8341,8594,9420,10953,12353,12098,13303,13252,15092,15748,18435,20327
"G3701470","North Carolina","370","Pitt County","1470",5095,6052,5867,6604,8138,8514,10710,12854,15500,18172,23058,26893,30208,31318,33730,35304,42528,51312,63441,79360,4906,6041,5939,6793,7942,8762,11084,12665,15389,18168,22511,27573,31036,32471,36212,38596,47618,56612,70357,88788
"G3701490","North Carolina","370","Polk County","1490",,,,,1972,2022,2493,2924,3505,3849,4468,5153,5888,5715,5516,5505,6144,6757,8692,9825,,,,,2071,2297,2569,2978,3499,3791,4364,5063,5986,5912,5879,6230,6840,7659,9632,10685
"G3701510","North Carolina","370","Randolph County","1510",5707,6240,6453,7877,8291,8334,10050,12421,13928,14745,15436,18268,22284,25229,30453,37451,44729,52052,64492,69838,5618,6166,6422,7955,8502,9217,10786,12774,14304,14746,15420,17991,22270,25575,31044,38907,46999,54494,65962,71914
"G3701530","North Carolina","370","Richmond County","1530",3790,4644,4322,4873,5542,6434,8963,11865,7855,9718,12666,16732,18368,19433,19047,19162,21758,21260,22848,22957,3747,4752,4587,4945,5467,6448,9282,12083,8000,9955,12901,17284,18442,20164,20155,20727,23723,23258,23716,23682
"G3701550","North Carolina","370","Robeson County","1550",3941,4685,5115,6329,7793,8009,11840,15645,20011,25830,27068,32849,38022,43332,43430,40985,48491,49714,59998,65243,4263,4748,5255,6497,7696,8253,12040,15838,20360,26115,27606,33663,38838,44437,45672,43857,53119,55465,63341,68925
"G3701570","North Carolina","370","Rockingham County","1570",5757,6483,6702,7074,8211,7569,10770,12602,16433,18007,21965,25409,28601,31789,33985,34719,39977,40970,44369,45166,5717,6452,6740,7421,8535,8139,10974,12761,16730,18435,22184,25674,29297,33027,35644,37683,43449,45094,47559,48477
"G3701590","North Carolina","370","Rowan County","1590",12855,10290,5988,6801,7210,7904,9633,11914,15536,18777,22111,28290,34394,37039,40604,43562,48018,53692,64380,68363,13154,10496,6121,7069,7379,8906,10332,12209,15530,18744,21951,28375,34812,38371,42213,46473,51168,56913,65960,70065
"G3701610","North Carolina","370","Rutherford County","1610",7919,8895,9702,6733,5748,6169,7234,9128,12222,13994,15550,20076,22775,22978,22000,22791,25719,27371,30301,32781,7432,8662,9500,6817,5825,6952,7964,9642,12879,14391,15876,20376,22802,23378,23091,24546,28068,29547,32598,35029
"G3701630","North Carolina","370","Sampson County","1630",4466,5846,6060,7299,8362,7954,11187,12054,12762,14947,18110,20059,23903,24959,23813,21790,23921,22473,29800,31108,4442,5788,6097,7286,8262,8482,11707,13042,13618,15035,17892,20023,23537,24821,24200,23164,25766,24824,30361,32323
"G3701650","North Carolina","370","Scotland County","1650",,,,,,,,,6156,7537,7625,9744,11428,12876,12217,12861,15421,15764,16886,17466,,,,,,,,,6397,7826,7975,10430,11804,13460,12966,14068,16852,17990,19112,18691
"G3701670","North Carolina","370","Stanly County","1670",,,,3491,3916,3939,5119,5930,7682,10099,13883,15261,16400,18472,20073,20789,23426,24940,28671,30111,,,,3431,3885,4376,5386,6206,7538,9810,13546,14955,16434,18658,20800,22033,25091,26825,29429,30474
"G3701690","North Carolina","370","Stokes County","1690",6860,7850,8020,4491,5203,5451,7554,8529,10055,10197,10432,11261,11579,10982,11147,11749,16222,18278,21906,23124,7173,8346,8245,4715,5199,5757,7799,8670,9811,9954,10143,11029,11077,10538,11167,12033,16864,18945,22805,24277
"G3701710","North Carolina","370","Surry County","1710",6072,7082,7290,9008,5202,5428,7504,9604,12749,14919,16233,19766,20930,22581,23551,24827,28653,29562,34828,35971,6248,7422,7789,9435,5178,5824,7798,9677,12766,14786,16231,19983,20853,23012,24654,26588,30796,32142,36391,37702
"G3701730","North Carolina","370","Swain County","1730",,,,,,,1912,3373,4348,5451,7007,5825,6109,4894,4119,3922,4966,5614,6305,6812,,,,,,,1872,3204,4053,4952,6217,5743,6068,5027,4268,3939,5317,5654,6663,7169
"G3701750","North Carolina","370","Transylvania County","1750",,,,,,1701,2682,2885,3311,3605,4750,4857,6340,7611,8159,9810,11539,12472,14115,15973,,,,,,1835,2658,2996,3309,3586,4553,4732,5901,7583,8213,9903,11878,13048,15219,17117
"G3701770","North Carolina","370","Tyrrell County","1770",2172,2363,2359,2584,2521,2096,2303,2161,2547,2640,2440,2588,2795,2545,2254,1838,1873,1842,2211,2434,2147,2369,2298,2549,2423,2077,2242,2064,2433,2579,2409,2576,2761,2503,2266,1968,2102,2014,1938,1973
"G3701790","North Carolina","370","Union County","1790",,,,4998,5582,5860,8941,10763,13801,16849,18118,20728,19685,20975,22087,27032,34520,41286,61756,99366,,,,5053,5620,6357,9115,10496,13355,16428,17911,20251,19412,21059,22583,27682,35860,42925,61921,101926
"G3701810","North Carolina","370","Vance County","1810",,,,,,,,8720,8122,9510,11334,13577,14811,15759,15461,15606,17518,18354,20306,21319,,,,,,,,8861,8562,9915,11465,13717,15150,16342,16541,17085,19230,20538,22648,24103
"G3701830","North Carolina","370","Wake County","1830",9933,10164,10384,11994,13965,17344,23835,24624,26792,31406,37686,46941,53487,67892,83288,112351,147685,207214,311436,438792,10169,10234,10734,12894,14662,18273,24104,24583,27834,31823,37469,47816,56057,68558,85794,116102,153642,216166,316410,462201
"G3701850","North Carolina","370","Warren County","1850",5671,5999,6536,6929,7919,8720,11234,9382,9412,10100,10721,11513,11563,11736,9713,7665,7767,8272,9813,10597,5487,5878,6383,6983,7807,9048,11385,9978,9739,10166,10872,11851,11582,11803,9939,8145,8465,8993,10159,10375
"G3701870","North Carolina","370","Washington County","1870",2007,2261,2233,2836,3090,3131,4352,5194,5243,5531,5671,5780,6236,6636,6780,6972,7202,6648,6489,6221,1979,2291,2292,2828,3267,3385,4576,5006,5365,5531,5758,5823,6087,6544,6708,7066,7599,7349,7234,7007
"G3701890","North Carolina","370","Watauga County","1890",,,,1764,2525,2571,4022,5291,6719,6892,6819,7716,9201,9162,8540,11252,15466,18063,21273,25636,,,,1636,2432,2716,4138,5320,6698,6664,6658,7449,8913,9180,8989,12152,16200,18889,21422,25443
"G3701910","North Carolina","370","Wayne County","1910",4581,5082,5348,6694,7466,8915,12308,12740,15408,17589,21580,25985,28677,31512,40998,42232,47231,52073,55883,59956,4459,5249,5543,6792,7439,9229,12643,13360,15948,18109,22060,27028,29651,32755,41061,43176,49823,52593,57446,62667
"G3701930","North Carolina","370","Wilkes County","1930",4949,5867,6170,5911,7220,7258,9089,10894,13082,14827,16189,18046,21561,22785,22595,24403,28797,29052,32371,34264,5018,6101,6407,6188,7529,8281,10092,11781,13790,15455,16455,18116,21442,22458,22674,25121,29860,30341,33261,35076
"G3701950","North Carolina","370","Wilson County","1950",,,,,4816,5916,7958,9125,11812,14304,18564,22314,24841,26794,28045,27637,29797,30871,35225,38784,,,,,4904,6342,8106,9519,11784,13965,18249,22600,25378,27712,29671,29849,33335,35190,38589,42450
"G3701970","North Carolina","370","Yadkin County","1970",,,,,5206,5080,5954,6774,6981,7666,8299,9203,10507,11121,11372,11963,13927,14799,17843,18877,,,,,5508,5617,6466,7016,7102,7762,8092,8807,10150,11012,11432,12636,14512,15689,18505,19529
"G3701990","North Carolina","370","Yancey County","1990",,,3041,4133,4411,2909,3793,4753,5574,6118,7682,7350,8837,8276,6958,6222,7295,7463,8694,8744,,,2921,4072,4244,3000,3901,4737,5890,5954,7411,7136,8365,8030,7050,6407,7639,7956,9080,9074
"G3800010","North Dakota","380","Adams County","0010",,,,,,,,,,3168,2984,3459,2469,2634,2282,1907,1790,1569,1239,1131,,,,,,,,,,2239,2609,2884,2195,2276,2167,1925,1794,1605,1354,1212
"G3800015","North Dakota","380","Alred County","0015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3800030","North Dakota","380","Barnes County","0030",,,,,,,,3889,7686,9788,9770,9997,9301,8818,8480,7299,6890,6120,5791,5490,,,,,,,,3156,5473,8278,8908,8807,8513,8066,8239,7370,7070,6425,5984,5576
"G3800050","North Dakota","380","Benson County","0050",,,,,,,,1434,4695,7039,7044,7255,6783,5678,4896,4228,4061,3631,3518,3379,,,,,,,,1026,3625,5642,6051,6072,5846,4997,4539,4017,3883,3567,3446,3281
"G3800070","North Dakota","380","Billings County","0070",,,,,,,,119,606,6005,1657,1659,1346,1013,808,633,596,579,471,417,,,,,,,,51,369,4181,1469,1481,1185,764,705,565,542,529,417,366
"G3800075","North Dakota","380","Billings-Sioux [multi-county reporting area]","0075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3800090","North Dakota","380","Bottineau County","0090",,,,,,,,1648,4290,9348,7965,7969,7098,6428,5851,4861,4627,4030,3600,3321,,,,,,,,1245,3242,7947,7144,6884,6155,5712,5464,4635,4612,3981,3549,3108
"G3800110","North Dakota","380","Bowman County","0110",,,,,,,,,,2733,2560,2816,2083,2144,2154,1970,2122,1761,1576,1580,,,,,,,,,,1935,2208,2303,1777,1857,2000,1931,2107,1835,1666,1571
"G3800111","North Dakota","380","Bowman County (old)","0111",,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
"G3800115","North Dakota","380","Buford County","0115",,,,,,,,571,,,,,,,,,,,,,,,,,,,,232,,,,,,,,,,,,
"G3800130","North Dakota","380","Burke County","0130",,,,,,,,,,5000,5084,5348,4072,3560,3060,2363,1925,1506,1130,1035,,,,,,,,,,4064,4427,4650,3581,3061,2826,2376,1897,1496,1112,933
"G3800150","North Dakota","380","Burleigh County","0150",,,,,,,,2488,3648,7564,8229,10242,11410,12704,16499,19514,26750,29172,33918,39992,,,,,,,,1759,2433,5523,7349,9527,11326,12969,17517,21200,28061,30959,35498,41316
"G3800170","North Dakota","380","Cass County","0170",,,,,,,,10624,15738,18297,21043,24634,26365,29621,33320,36383,43714,51181,61676,75551,,,,,,,,8989,12887,15638,20434,24101,26484,29256,33627,37270,44533,51693,61462,74227
"G3800190","North Dakota","380","Cavalier County","0190",,,,,,,,3619,6943,8553,8313,7747,7461,6328,5320,4207,3922,3032,2402,2043,,,,,,,,2852,5637,7106,7242,6807,6462,5512,4744,4006,3714,3032,2429,1950
"G3800195","North Dakota","380","Church County","0195",,,,,,,,42,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,
"G3800210","North Dakota","380","Dickey County","0210",,,,,,,,3064,3293,5371,5570,5796,5100,4849,4230,3534,3613,3026,2838,2626,,,,,,,,2509,2768,4468,4929,5081,4596,4272,3917,3442,3594,3081,2919,2663
"G3800230","North Dakota","380","Divide County","0230",,,,,,,,,,3524,5195,5254,3860,3262,3033,2440,1797,1447,1146,1061,,,,,,,,,,2491,4442,4382,3226,2705,2533,2124,1697,1452,1137,1010
"G3800250","North Dakota","380","Dunn County","0250",,,,,,,,,,2991,4670,5062,4374,3797,3289,2568,2420,2065,1837,1865,,,,,,,,,,2311,4158,4504,4002,3415,3061,2327,2207,1940,1763,1671
"G3800251","North Dakota","380","Dunn County (old)","0251",,,,,,,,106,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,
"G3800270","North Dakota","380","Eddy County","0270",,,,,,,,785,1879,2729,3533,3453,3122,2853,2552,2019,1802,1458,1347,1166,,,,,,,,592,1451,2071,2960,2893,2619,2519,2384,2084,1752,1493,1410,1219
"G3800290","North Dakota","380","Emmons County","0290",,,,,,,,1105,2362,5223,5890,6409,6030,5046,4303,3603,2978,2464,2184,1820,,,,,,,,866,1987,4573,5398,6058,5669,4669,4159,3597,2899,2366,2147,1730
"G3800295","North Dakota","380","Flannery County","0295",,,,,,,,41,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,
"G3800310","North Dakota","380","Foster County","0310",,,,,,,,705,2169,3021,3251,3390,3096,2833,2733,2417,2284,1947,1868,1675,,,,,,,,505,1601,2292,2857,2963,2728,2504,2628,2415,2327,2036,1891,1668
"G3800315","North Dakota","380","Garfield County","0315",,,,,,,,17,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,
"G3800330","North Dakota","380","Golden Valley County","0330",,,,,,,,,,,2574,2261,1879,1834,1578,1319,1210,1073,925,831,,,,,,,,,,,2258,1861,1619,1665,1522,1292,1181,1035,999,849
"G3800350","North Dakota","380","Grand Forks County","0350",,,,,,,,10292,13245,14860,14657,16239,17488,20328,25068,31590,33734,36142,33655,34355,,,,,,,,8065,11214,13028,14138,15717,17030,19115,23609,29512,32366,34541,32454,32506
"G3800370","North Dakota","380","Grant County","0370",,,,,,,,,,,5016,5256,4322,3812,3298,2579,2224,1799,1449,1189,,,,,,,,,,,4537,4878,3942,3302,2950,2430,2050,1750,1392,1205
"G3800390","North Dakota","380","Griggs County","0390",,,,,,,,1519,2696,3519,4002,3743,3180,2944,2673,2225,1928,1641,1373,1225,,,,,,,,1298,2048,2755,3400,3146,2638,2516,2350,1959,1786,1662,1381,1195
"G3800410","North Dakota","380","Hettinger County","0410",,,,,,,,,,3766,4011,4650,3900,3681,3211,2555,2153,1710,1359,1178,,,,,,,,,,2791,3674,4146,3557,3419,3106,2520,2122,1735,1356,1299
"G3800411","North Dakota","380","Hettinger County (old)","0411",,,,,,,,43,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
"G3800430","North Dakota","380","Kidder County","0430",,,,,,,,712,1040,3342,4129,4239,3561,3298,2813,2270,1959,1717,1398,1242,,,,,,,,499,714,2620,3669,3792,3131,2870,2573,2092,1874,1615,1355,1193
"G3800450","North Dakota","380","LaMoure County","0450",,,,,,,,1793,3361,5941,6058,6096,5403,5008,4449,3592,3263,2725,2378,2118,,,,,,,,1394,2687,4783,5506,5421,4895,4490,4256,3525,3210,2658,2323,2021
"G3800470","North Dakota","380","Logan County","0470",,,,,,,,324,851,3212,4036,4226,3980,3312,2749,2156,1791,1438,1144,1012,,,,,,,,273,774,2956,3687,3863,3581,3045,2620,2089,1702,1409,1164,978
"G3800490","North Dakota","380","McHenry County","0490",,,,,,,,845,3029,9566,8136,8202,7420,6670,5850,4633,4079,3309,3051,2793,,,,,,,,739,2224,8061,7408,7237,6614,5886,5249,4344,3779,3219,2936,2602
"G3800510","North Dakota","380","McIntosh County","0510",,,,,,,,1730,2508,3798,4644,4926,4570,3861,3375,2774,2371,1941,1620,1373,,,,,,,,1518,2310,3453,4366,4695,4414,3729,3327,2771,2429,2080,1770,1436
"G3800530","North Dakota","380","McKenzie County","0530",,,,,,,,,,3389,5251,5324,4573,3705,3819,3148,3734,3231,2878,3282,,,,,,,,,,2331,4293,4385,3853,3144,3477,2979,3398,3152,2859,3078
"G3800531","North Dakota","380","McKenzie County (old)","0531",,,,,,,,3,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
"G3800550","North Dakota","380","McLean County","0550",,,,,,,,481,2677,7959,9211,9609,8591,10046,7335,5729,6376,5280,4614,4557,,,,,,,,379,2114,6537,8055,8382,7491,8778,6695,5522,6007,5177,4697,4405
"G3800570","North Dakota","380","Mercer County","0570",,,,,,,,240,1012,2562,4321,4953,4934,4495,3449,3042,4899,4948,4347,4344,,,,,,,,188,766,2185,3903,4563,4677,4191,3356,3133,4505,4860,4297,4080
