"","gisjoin","year","diff","male","female"
"11716","G0100310",1890,-0.001,6076,6094
"11717","G0100330",1890,0.007,10242,9947
"11718","G0100350",1890,0,7301,7293
"11719","G0100370",1890,0,7955,7951
"11720","G0100390",1890,-0.002,3754,3782
"11721","G0100410",1890,-0.005,7643,7782
"11722","G0100430",1890,0.008,6828,6611
"11723","G0100450",1890,0.004,8673,8552
"11724","G0100470",1890,-0.016,23901,25449
"11725","G0100490",1890,0.013,10826,10280
"11726","G0100510",1890,0,10866,10866
"11727","G0100530",1890,0.013,4448,4218
"11728","G0100550",1890,0.01,11182,10744
"11729","G0100570",1890,-0.003,6367,6456
"11730","G0100590",1890,-0.002,5317,5364
"11731","G0100610",1890,0.004,5392,5298
"11732","G0100630",1890,-0.014,10695,11312
"11733","G0100650",1890,-0.002,13693,13808
"11734","G0100670",1890,0.005,12557,12290
"11735","G0100710",1890,0.007,14199,13827
"11736","G0100730",1890,0.05,48702,39799
"11737","G0100750",1890,-0.006,7012,7175
"11738","G0100770",1890,0.011,12140,11599
"11739","G0100790",1890,-0.006,10229,10496
"11740","G0100810",1890,-0.015,13928,14766
"11741","G0100830",1890,0.001,10613,10588
"11742","G0100850",1890,0.003,15857,15693
"11743","G0100870",1890,-0.009,9051,9388
"11744","G0100890",1890,-0.005,18878,19241
"11745","G0100910",1890,-0.008,16296,16799
"11746","G0100930",1890,0.002,5691,5656
"11747","G0100950",1890,0.007,9605,9330
"11748","G0100970",1890,-0.022,24683,26904
"11749","G0100990",1890,-0.006,9380,9610
"11750","G0101010",1890,-0.018,27057,29115
"11751","G0101030",1890,0.009,12269,11820
"11752","G0101050",1890,-0.012,14319,15013
"11753","G0101070",1890,-0.002,11192,11278
"11754","G0101090",1890,-0.005,12083,12340
"11755","G0101110",1890,-0.003,8560,8659
"11756","G0101130",1890,-0.02,11561,12532
"11757","G0101150",1890,0.01,8843,8510
"11758","G0101170",1890,0.024,10952,9934
"11759","G0101190",1890,-0.011,14457,15117
"11760","G0101210",1890,0.005,14832,14514
"11761","G0101230",1890,-0.002,12670,12790
"11762","G0101250",1890,-0.005,15016,15336
"11763","G0101270",1890,0.022,8391,7687
"11764","G0101290",1890,0.023,4149,3786
"11765","G0101310",1890,-0.01,15114,15702
"11766","G0101330",1890,-0.003,3259,3293
"11767","G0250055",1890,0.062,4008,3126
"11768","G0250095",1890,0.112,15240,9678
"11769","G0450015",1890,0.074,2457,1824
"11770","G0450035",1890,0.151,4516,2422
"11771","G0450075",1890,0.18,1375,646
"11772","G0450095",1890,0.115,3485,2185
"11773","G0450135",1890,0.082,6393,4593
"11774","G0450155",1890,0.224,1045,399
"11775","G0450195",1890,0.062,7128,5545
"11776","G0450215",1890,0.085,2487,1764
"11777","G0450255",1890,0.198,6061,2624
"11778","G0450275",1890,0.108,1624,1047
"11779","G0500010",1890,0.025,5997,5435
"11780","G0500030",1890,0.009,6768,6527
"11781","G0500050",1890,0.019,4423,4104
"11782","G0500070",1890,0.002,13922,13794
"11783","G0500090",1890,0.001,7917,7899
"11784","G0500110",1890,0.006,4035,3937
"11785","G0500130",1890,0.022,3793,3474
"11786","G0500150",1890,0.005,8731,8557
"11787","G0500170",1890,0.024,5978,5441
"11788","G0500190",1890,0.013,10762,10235
"11789","G0500210",1890,0.042,6610,5590
"11790","G0500230",1890,0.016,4070,3814
"11791","G0500250",1890,0.029,6011,5351
"11792","G0500270",1890,0.009,10125,9768
"11793","G0500290",1890,0.017,10056,9403
"11794","G0500310",1890,0.03,6376,5649
"11795","G0500330",1890,0.014,11166,10548
"11796","G0500350",1890,0.041,7542,6398
"11797","G0500370",1890,0.036,4121,3572
"11798","G0500390",1890,0.005,4697,4599
"11799","G0500410",1890,0.036,5537,4787
"11800","G0500430",1890,0.014,8911,8441
"11801","G0500450",1890,0.023,9588,8754
"11802","G0500470",1890,0.017,10306,9628
"11803","G0500490",1890,0.02,5709,5275
"11804","G0500510",1890,0.018,7947,7381
"11805","G0500530",1890,0.022,4062,3724
"11806","G0500550",1890,0.039,6963,5945
"11807","G0500570",1890,0.014,11719,11077
"11808","G0500590",1890,0.019,6023,5580
"11809","G0500610",1890,0.014,7091,6698
"11810","G0500630",1890,0.017,11356,10605
"11811","G0500650",1890,0.013,6691,6347
"11812","G0500670",1890,0.033,8095,7084
"11813","G0500690",1890,0.029,21644,19237
"11814","G0500710",1890,0.02,8715,8043
"11815","G0500730",1890,0.031,4090,3610
"11816","G0500750",1890,0.032,6906,6078
"11817","G0500770",1890,0.031,10034,8852
"11818","G0500790",1890,0.024,5371,4884
"11819","G0500810",1890,0.009,4529,4374
"11820","G0500830",1890,0.02,10803,9971
"11821","G0500850",1890,0.027,10146,9117
"11822","G0500870",1890,0.01,8881,8521
"11823","G0500890",1890,0.012,5318,5072
"11824","G0500910",1890,0.022,7687,7027
"11825","G0500930",1890,0.042,6302,5333
"11826","G0500950",1890,0.028,8097,7239
"11827","G0500970",1890,0.011,4051,3872
"11828","G0500990",1890,0.01,7571,7261
"11829","G0501010",1890,0.013,5102,4848
"11830","G0501030",1890,0.017,8807,8226
"11831","G0501050",1890,0.026,2915,2623
"11832","G0501070",1890,0.018,13139,12202
"11833","G0501090",1890,0.01,4350,4187
"11834","G0501110",1890,0.055,2372,1900
"11835","G0501130",1890,0.007,4708,4575
"11836","G0501150",1890,0.019,10099,9359
"11837","G0501170",1890,0.03,6032,5342
"11838","G0501190",1890,0.022,24704,22625
"11839","G0501210",1890,0.025,7605,6880
"11840","G0501230",1890,0.033,7222,6321
"11841","G0501250",1890,0.015,5826,5485
"11842","G0501270",1890,0.018,6542,6093
"11843","G0501290",1890,0.013,4956,4708
"11844","G0501310",1890,0.024,17410,15790
"11845","G0501330",1890,0.02,5240,4832
"11846","G0501350",1890,0.011,5326,5092
"11847","G0501370",1890,0.014,3619,3424
"11848","G0501390",1890,-0.001,7470,7507
"11849","G0501410",1890,0.012,4388,4179
"11850","G0501430",1890,0.007,16233,15791
"11851","G0501450",1890,0.014,11800,11146
"11852","G0501470",1890,0.028,7391,6618
"11853","G0501490",1890,0.014,9256,8759
"11854","G0600010",1890,0.032,49950,43914
"11855","G0600030",1890,0.157,438,229
"11856","G0600050",1890,0.082,6004,4316
"11857","G0600070",1890,0.115,11036,6903
"11858","G0600090",1890,0.114,5455,3427
"11859","G0600110",1890,0.132,9249,5391
"11860","G0600130",1890,0.099,8095,5420
"11861","G0600150",1890,0.117,1598,994
"11862","G0600170",1890,0.119,5715,3517
"11863","G0600190",1890,0.129,20129,11897
"11864","G0600230",1890,0.08,13618,9851
"11865","G0600270",1890,0.111,2167,1377
"11866","G0600290",1890,0.16,6469,3339
"11867","G0600315",1890,NA,NA,NA
"11868","G0600330",1890,0.046,3877,3224
"11869","G0600350",1890,0.099,2538,1701
"11870","G0600370",1890,0.041,54902,46552
"11871","G0600410",1890,0.18,8888,4184
"11872","G0600430",1890,0.109,2307,1480
"11873","G0600450",1890,0.108,10714,6898
"11874","G0600470",1890,0.17,5413,2672
"11875","G0600490",1890,0.074,2864,2122
"11876","G0600510",1890,0.163,1327,675
"11877","G0600530",1890,0.105,11275,7362
"11878","G0600550",1890,0.076,9456,6955
"11879","G0600570",1890,0.091,10257,7112
"11880","G0600590",1890,0.027,7157,6432
"11881","G0600610",1890,0.141,9676,5425
"11882","G0600630",1890,0.16,3256,1677
"11883","G0600670",1890,0.12,25024,15315
"11884","G0600690",1890,0.068,3640,2772
"11885","G0600710",1890,0.075,14666,10831
"11886","G0600730",1890,0.057,19487,15500
"11887","G0600750",1890,0.068,169800,129197
"11888","G0600770",1890,0.085,16736,11893
"11889","G0600790",1890,0.07,9157,6915
"11890","G0600810",1890,0.125,6303,3784
"11891","G0600830",1890,0.049,8642,7112
"11892","G0600850",1890,0.052,26496,21509
"11893","G0600870",1890,0.084,11251,8019
"11894","G0600890",1890,0.089,7148,4985
"11895","G0600910",1890,0.173,3397,1654
"11896","G0600930",1890,0.14,7789,4374
"11897","G0600950",1890,0.11,12770,8176
"11898","G0600970",1890,0.066,18514,14207
"11899","G0600990",1890,0.111,6131,3909
"11900","G0601010",1890,0.089,3221,2248
"11901","G0601030",1890,0.115,6101,3815
"11902","G0601050",1890,0.167,2479,1240
"11903","G0601070",1890,0.097,14676,9898
"11904","G0601090",1890,0.112,3725,2357
"11905","G0601110",1890,0.084,5881,4190
"11906","G0601130",1890,0.082,7385,5299
"11907","G0601150",1890,0.103,5810,3826
"11908","G0800050",1890,0.073,75762,56373
"11909","G0800070",1890,0.086,484,342
"11910","G0800090",1890,0.04,798,681
"11911","G0800110",1890,0.073,752,561
"11912","G0800130",1890,0.071,8041,6041
"11913","G0800150",1890,0.119,4092,2520
"11914","G0800170",1890,0.105,323,211
"11915","G0800190",1890,0.1,4310,2874
"11916","G0800210",1890,0.042,3901,3292
"11917","G0800230",1890,0.025,1833,1658
"11918","G0800270",1890,0.055,1647,1323
"11919","G0800290",1890,0.086,1484,1050
"11920","G0800330",1890,0.25,1124,374
"11921","G0800350",1890,0.117,1855,1151
"11922","G0800370",1890,0.281,2911,814
"11923","G0800390",1890,0.105,1123,733
"11924","G0800410",1890,0.066,12028,9211
"11925","G0800430",1890,0.102,5509,3647
"11926","G0800450",1890,0.144,2886,1592
"11927","G0800470",1890,0.098,3511,2356
"11928","G0800490",1890,0.134,383,221
"11929","G0800495",1890,NA,NA,NA
"11930","G0800510",1890,0.142,2799,1560
"11931","G0800530",1890,0.123,537,325
"11932","G0800550",1890,0.046,3756,3126
"11933","G0800590",1890,0.104,5106,3344
"11934","G0800610",1890,0.053,687,556
"11935","G0800630",1890,0.048,1355,1117
"11936","G0800650",1890,0.118,9064,5599
"11937","G0800670",1890,0.145,3556,1953
"11938","G0800690",1890,0.079,5625,4087
"11939","G0800710",1890,0.053,9521,7687
"11940","G0800730",1890,0.128,433,256
"11941","G0800750",1890,0.037,1649,1421
"11942","G0800770",1890,0.137,2714,1546
"11943","G0800830",1890,0.062,860,669
"11944","G0800850",1890,0.109,2424,1556
"11945","G0800870",1890,0.104,967,634
"11946","G0800890",1890,0.15,2724,1468
"11947","G0800910",1890,0.271,5019,1491
"11948","G0800930",1890,0.159,2337,1211
"11949","G0800950",1890,0.036,1417,1225
"11950","G0800970",1890,0.14,5711,3218
"11951","G0800990",1890,0.05,1083,886
"11952","G0801010",1890,0.138,20098,11393
"11953","G0801030",1890,0.132,759,441
"11954","G0801050",1890,0.07,1968,1483
"11955","G0801070",1890,0.139,1514,855
"11956","G0801090",1890,0.085,1939,1374
"11957","G0801110",1890,0.271,1212,360
"11958","G0801130",1890,0.321,2387,522
"11959","G0801150",1890,0.061,726,567
"11960","G0801170",1890,0.143,1226,680
"11961","G0801210",1890,0.045,1253,1048
"11962","G0801230",1890,0.069,6679,5057
"11963","G0801250",1890,0.034,1385,1211
"11964","G0900010",1890,-0.008,73887,76194
"11965","G0900030",1890,-0.004,72956,74224
"11966","G0900050",1890,0,26771,26771
"11967","G0900070",1890,-0.004,19613,19911
"11968","G0900090",1890,0.003,105163,103895
"11969","G0900110",1890,-0.016,37096,39538
"11970","G0900130",1890,-0.009,12325,12756
"11971","G0900150",1890,-0.019,21727,23431
"11972","G1000010",1890,0.004,16447,16217
"11973","G1000030",1890,0.008,49408,47774
"11974","G1000050",1890,0.01,19718,18929
"11975","G1100010",1890,-0.024,109584,120808
"11976","G1200010",1890,0.006,11605,11329
"11977","G1200030",1890,0.009,1696,1637
"11978","G1200070",1890,0.013,3854,3662
"11979","G1200090",1890,0.069,1934,1467
"11980","G1200130",1890,-0.019,809,872
"11981","G1200170",1890,0.056,1331,1063
"11982","G1200190",1890,0.029,2729,2425
"11983","G1200230",1890,0.026,6768,6109
"11984","G1200250",1890,0.113,528,333
"11985","G1200270",1890,0.052,2731,2213
"11986","G1200310",1890,-0.005,13278,13522
"11987","G1200330",1890,0.007,10244,9944
"11988","G1200370",1890,0.037,1778,1530
"11989","G1200390",1890,-0.014,5779,6115
"11990","G1200470",1890,0.019,4416,4091
"11991","G1200530",1890,0.025,1300,1176
"11992","G1200570",1890,0.045,8147,6794
"11993","G1200590",1890,0.006,2195,2141
"11994","G1200630",1890,-0.001,8751,8793
"11995","G1200650",1890,-0.011,7713,8044
"11996","G1200670",1890,0.03,1954,1732
"11997","G1200690",1890,0.04,4342,3692
"11998","G1200710",1890,0.059,790,624
"11999","G1200730",1890,-0.023,8461,9291
"12000","G1200750",1890,0.025,3458,3128
"12001","G1200770",1890,0.014,747,705
"12002","G1200790",1890,-0.001,7137,7179
"12003","G1200810",1890,0.041,1567,1328
"12004","G1200830",1890,0.022,10861,9935
"12005","G1200870",1890,0.018,9733,9053
"12006","G1200890",1890,0.026,4364,3930
"12007","G1200950",1890,0.04,6793,5791
"12008","G1200970",1890,0.05,1724,1409
"12009","G1201010",1890,0.054,2354,1895
"12010","G1201050",1890,0.039,4264,3641
"12011","G1201070",1890,0.031,5938,5248
"12012","G1201090",1890,0.017,4504,4208
"12013","G1201130",1890,0.012,4080,3881
"12014","G1201190",1890,0.044,2917,2446
"12015","G1201210",1890,0.015,5425,5099
"12016","G1201230",1890,0.024,1112,1010
"12017","G1201270",1890,0.029,4478,3989
"12018","G1201290",1890,0.004,1571,1546
"12019","G1201310",1890,0.004,2427,2389
"12020","G1201330",1890,0.023,3360,3066
"12021","G1300010",1890,0.038,4665,4011
"12022","G1300070",1890,-0.003,3053,3091
"12023","G1300090",1890,-0.02,7016,7592
"12024","G1300110",1890,-0.004,4244,4318
"12025","G1300150",1890,-0.007,10157,10459
"12026","G1300190",1890,0.025,5618,5076
"12027","G1300210",1890,-0.01,20772,21598
"12028","G1300270",1890,-0.003,6947,7032
"12029","G1300290",1890,0.034,2947,2573
"12030","G1300310",1890,0.033,7310,6402
"12031","G1300330",1890,0.008,14467,14034
"12032","G1300350",1890,-0.002,5262,5303
"12033","G1300370",1890,0.006,4267,4171
"12034","G1300390",1890,0.008,3140,3038
"12035","G1300395",1890,-0.005,4512,4603
"12036","G1300450",1890,0.005,11256,11045
"12037","G1300470",1890,0.015,2795,2636
"12038","G1300490",1890,0.054,1846,1489
"12039","G1300510",1890,-0.012,28156,29584
"12040","G1300530",1890,0.008,2491,2411
"12041","G1300550",1890,-0.014,5443,5759
"12042","G1300570",1890,-0.002,7675,7737
"12043","G1300590",1890,-0.021,7281,7905
"12044","G1300610",1890,-0.011,3823,3994
"12045","G1300630",1890,-0.002,4128,4167
"12046","G1300650",1890,0.046,3633,3019
"12047","G1300670",1890,-0.014,10838,11448
"12048","G1300690",1890,0.04,5658,4825
"12049","G1300710",1890,0.004,2418,2376
"12050","G1300730",1890,0.003,5676,5605
"12051","G1300770",1890,-0.008,10988,11366
"12052","G1300790",1890,0.01,4753,4562
"12053","G1300830",1890,0.072,3266,2441
"12054","G1300850",1890,-0.022,2682,2930
"12055","G1300870",1890,-0.006,9845,10104
"12056","G1300890",1890,0.013,8814,8375
"12057","G1300910",1890,0.022,5981,5471
"12058","G1300930",1890,0.027,9567,8579
"12059","G1300950",1890,-0.002,6074,6132
"12060","G1300970",1890,-0.001,3892,3902
"12061","G1300990",1890,0.015,5039,4753
"12062","G1301010",1890,0.035,1648,1431
"12063","G1301030",1890,0.009,2850,2749
"12064","G1301050",1890,0.012,7872,7504
"12065","G1301070",1890,0.027,7743,6960
"12066","G1301110",1890,-0.008,4294,4430
"12067","G1301130",1890,-0.008,4297,4431
"12068","G1301150",1890,0.003,14269,14122
"12069","G1301170",1890,-0.005,5518,5637
"12070","G1301190",1890,0.011,7502,7168
"12071","G1301210",1890,-0.014,41155,43500
"12072","G1301230",1890,-0.008,4460,4614
"12073","G1301250",1890,-0.008,1832,1888
"12074","G1301270",1890,0.027,7076,6344
"12075","G1301290",1890,0.001,6387,6371
"12076","G1301330",1890,-0.002,8496,8555
"12077","G1301350",1890,-0.006,9825,10074
"12078","G1301370",1890,0,5787,5786
"12079","G1301390",1890,-0.009,8865,9182
"12080","G1301410",1890,-0.007,8446,8703
"12081","G1301430",1890,0.002,5680,5636
"12082","G1301450",1890,-0.002,8371,8426
"12083","G1301470",1890,-0.002,5421,5466
"12084","G1301490",1890,-0.002,4756,4801
"12085","G1301510",1890,-0.003,8067,8153
"12086","G1301530",1890,-0.004,10724,10889
"12087","G1301550",1890,0.039,3402,2914
"12088","G1301570",1890,0,9596,9580
"12089","G1301590",1890,0.007,7031,6848
"12090","G1301630",1890,0,8610,8603
"12091","G1301670",1890,0.014,3153,2976
"12092","G1301690",1890,0.003,6387,6322
"12093","G1301750",1890,0.01,7010,6737
"12094","G1301770",1890,0.002,4558,4516
"12095","G1301790",1890,0.02,6695,6192
"12096","G1301810",1890,0.004,3098,3048
"12097","G1301850",1890,0.01,7699,7403
"12098","G1301870",1890,-0.006,3392,3475
"12099","G1301890",1890,-0.004,4361,4428
"12100","G1301910",1890,0.007,3281,3189
"12101","G1301930",1890,-0.011,6449,6734
"12102","G1301950",1890,0.011,5631,5393
"12103","G1301970",1890,-0.002,3848,3880
"12104","G1301990",1890,-0.004,10282,10458
"12105","G1302010",1890,-0.001,2134,2141
"12106","G1302015",1890,0.004,3128,3080
"12107","G1302050",1890,-0.008,5371,5535
"12108","G1302070",1890,0.003,9631,9506
"12109","G1302090",1890,0.05,5089,4159
"12110","G1302110",1890,-0.001,8011,8030
"12111","G1302130",1890,-0.002,4217,4244
"12112","G1302150",1890,-0.039,12785,14976
"12113","G1302170",1890,0.004,7206,7104
"12114","G1302190",1890,0.001,3867,3846
"12115","G1302210",1890,0.015,8725,8226
"12116","G1302230",1890,0.001,5983,5965
"12117","G1302270",1890,-0.019,3932,4250
"12118","G1302290",1890,0.038,3434,2945
"12119","G1302310",1890,0.001,8166,8134
"12120","G1302330",1890,0.01,7622,7323
"12121","G1302350",1890,0.006,8375,8184
"12122","G1302370",1890,-0.001,7403,7439
"12123","G1302390",1890,-0.019,2151,2320
"12124","G1302410",1890,0.008,2850,2756
"12125","G1302430",1890,-0.012,7446,7821
"12126","G1302450",1890,-0.033,21118,24076
"12127","G1302470",1890,-0.004,3382,3431
"12128","G1302490",1890,0,2721,2722
"12129","G1302510",1890,0.009,7346,7078
"12130","G1302550",1890,-0.017,6329,6788
"12131","G1302590",1890,0,7848,7834
"12132","G1302610",1890,-0.002,11000,11107
"12133","G1302630",1890,-0.008,6526,6732
"12134","G1302650",1890,0.005,3679,3612
"12135","G1302670",1890,0.042,5560,4693
"12136","G1302690",1890,-0.007,4276,4390
"12137","G1302710",1890,0.034,2927,2550
"12138","G1302730",1890,-0.004,7198,7305
"12139","G1302750",1890,-0.013,12735,13419
"12140","G1302810",1890,0.017,2101,1963
"12141","G1302850",1890,-0.011,10129,10594
"12142","G1302890",1890,0.011,4184,4011
"12143","G1302910",1890,-0.014,3767,3982
"12144","G1302930",1890,0.004,6138,6050
"12145","G1302950",1890,0.03,7046,6236
"12146","G1302970",1890,-0.002,8704,8763
"12147","G1302990",1890,0.06,4936,3875
"12148","G1303010",1890,-0.002,5461,5496
"12149","G1303030",1890,-0.002,12571,12666
"12150","G1303050",1890,0.043,4065,3420
"12151","G1303070",1890,-0.01,2788,2907
"12152","G1303110",1890,-0.005,3044,3107
"12153","G1303130",1890,-0.01,6335,6581
"12154","G1303150",1890,0.084,4660,3320
"12155","G1303170",1890,-0.002,9011,9070
"12156","G1303190",1890,-0.008,5301,5480
"12157","G1303210",1890,0.027,5294,4754
"12158","G1600010",1890,0.077,4826,3542
"12159","G1600035",1890,0.133,1663,966
"12160","G1600070",1890,0.034,3237,2820
"12161","G1600110",1890,0.071,7748,5827
"12162","G1600150",1890,0.181,2275,1067
"12163","G1600310",1890,0.042,1705,1438
"12164","G1600370",1890,0.236,1601,575
"12165","G1600390",1890,0.123,1165,705
"12166","G1600490",1890,0.136,1878,1077
"12167","G1600550",1890,0.185,2814,1294
"12168","G1600570",1890,0.079,5314,3859
"12169","G1600590",1890,0.171,1285,630
"12170","G1600635",1890,0.119,2580,1589
"12171","G1600690",1890,0.079,1648,1199
"12172","G1600710",1890,0.023,3565,3254
"12173","G1600730",1890,0.238,1491,530
"12174","G1600790",1890,0.288,4241,1141
"12175","G1600870",1890,0.088,2254,1582
"12176","G1700010",1890,0.011,31645,30243
"12177","G1700030",1890,0.026,8718,7845
"12178","G1700050",1890,0.012,7446,7104
"12179","G1700070",1890,0.013,6258,5945
"12180","G1700090",1890,0.005,6041,5910
"12181","G1700110",1890,0.017,18087,16927
"12182","G1700130",1890,0.026,4022,3630
"12183","G1700150",1890,0.021,9537,8783
"12184","G1700170",1890,0.02,8293,7670
"12185","G1700190",1890,0.02,21907,20252
"12186","G1700210",1890,0.025,16032,14499
"12187","G1700230",1890,0.007,11109,10790
"12188","G1700250",1890,0.01,8546,8226
"12189","G1700270",1890,0.024,9122,8289
"12190","G1700290",1890,0.008,15298,14795
"12191","G1700310",1890,0.017,615839,576083
"12192","G1700330",1890,0.008,8783,8500
"12193","G1700350",1890,0.016,7973,7470
"12194","G1700370",1890,0.016,13967,13099
"12195","G1700390",1890,0.018,8809,8202
"12196","G1700410",1890,0.019,9177,8492
"12197","G1700430",1890,0.02,11737,10814
"12198","G1700450",1890,0.013,13738,13049
"12199","G1700470",1890,0.007,4791,4653
"12200","G1700490",1890,0.014,9951,9407
"12201","G1700510",1890,0.013,11990,11377
"12202","G1700530",1890,0.025,8939,8096
"12203","G1700550",1890,0.007,8682,8456
"12204","G1700570",1890,0.013,22127,20983
"12205","G1700590",1890,0.016,7702,7233
"12206","G1700610",1890,0.021,12395,11396
"12207","G1700630",1890,0.029,11132,9892
"12208","G1700650",1890,0.009,9067,8733
"12209","G1700670",1890,0.005,16108,15799
"12210","G1700690",1890,0.024,3788,3446
"12211","G1700710",1890,0.025,5184,4692
"12212","G1700730",1890,0.012,17077,16261
"12213","G1700750",1890,0.029,18587,16580
"12214","G1700770",1890,0.017,14384,13425
"12215","G1700790",1890,0.017,9408,8780
"12216","G1700810",1890,0.012,11557,11033
"12217","G1700830",1890,0.012,7583,7227
"12218","G1700850",1890,0.001,12583,12518
"12219","G1700870",1890,0.01,7658,7355
"12220","G1700890",1890,0.004,32784,32277
"12221","G1700910",1890,0.025,15097,13635
"12222","G1700930",1890,0.021,6306,5800
"12223","G1700950",1890,0.007,19642,19110
"12224","G1700970",1890,0.019,12578,11657
"12225","G1700990",1890,0.015,41619,39179
"12226","G1701010",1890,0.008,7464,7229
"12227","G1701030",1890,0.019,13580,12607
"12228","G1701050",1890,0.03,20377,18078
"12229","G1701070",1890,0.023,13333,12156
"12230","G1701090",1890,0.008,13962,13505
"12231","G1701110",1890,0.017,13511,12603
"12232","G1701130",1890,0.008,32025,31011
"12233","G1701150",1890,0.014,19568,18515
"12234","G1701170",1890,0.016,20843,19537
"12235","G1701190",1890,0.019,26728,24807
"12236","G1701210",1890,0.008,12371,11970
"12237","G1701230",1890,0.017,7057,6596
"12238","G1701250",1890,0.03,8519,7548
"12239","G1701270",1890,0.006,5722,5591
"12240","G1701290",1890,0.018,6792,6328
"12241","G1701310",1890,0.02,9642,8903
"12242","G1701330",1890,0.022,6765,6183
"12243","G1701350",1890,0.011,15346,14657
"12244","G1701370",1890,0.003,16414,16222
"12245","G1701390",1890,0.022,7562,6919
"12246","G1701410",1890,0.015,14785,13925
"12247","G1701430",1890,0.018,36466,33912
"12248","G1701450",1890,0.01,8937,8592
"12249","G1701470",1890,0.03,9035,8027
"12250","G1701490",1890,0.012,15863,15137
"12251","G1701510",1890,0.005,7074,6942
"12252","G1701530",1890,0.016,5860,5495
"12253","G1701550",1890,0.021,2465,2265
"12254","G1701570",1890,0.015,12905,12144
"12255","G1701590",1890,0.001,7527,7492
"12256","G1701610",1890,0.013,21521,20396
"12257","G1701630",1890,0.022,34762,31809
"12258","G1701650",1890,0.008,9831,9511
"12259","G1701670",1890,0.009,31156,30039
"12260","G1701690",1890,0.021,8345,7668
"12261","G1701710",1890,0.015,5309,4995
"12262","G1701730",1890,0.015,16073,15118
"12263","G1701750",1890,0.011,5099,4883
"12264","G1701770",1890,-0.001,15641,15697
"12265","G1701790",1890,0.016,15255,14301
"12266","G1701810",1890,0.006,10899,10650
"12267","G1701830",1890,0.017,25816,24089
"12268","G1701850",1890,0.004,5985,5881
"12269","G1701870",1890,0.012,10900,10381
"12270","G1701890",1890,0.012,9861,9401
"12271","G1701910",1890,0.009,12125,11681
"12272","G1701930",1890,0.016,12915,12090
"12273","G1701950",1890,0.011,15770,15084
"12274","G1701970",1890,0.034,33134,28873
"12275","G1701990",1890,0.012,11386,10840
"12276","G1702010",1890,0.005,20156,19782
"12277","G1702030",1890,0.016,11068,10361
"12278","G1800010",1890,0.017,10441,9740
"12279","G1800030",1890,0.015,34339,32350
"12280","G1800050",1890,0.003,12003,11864
"12281","G1800070",1890,0.04,6426,5477
"12282","G1800090",1890,0.016,5400,5061
"12283","G1800110",1890,0.013,13622,12950
"12284","G1800130",1890,0.012,5280,5028
"12285","G1800150",1890,0.006,10128,9893
"12286","G1800170",1890,0.012,15948,15204
"12287","G1800190",1890,0.018,15669,14590
"12288","G1800210",1890,0.012,15634,14902
"12289","G1800230",1890,0.009,13933,13437
"12290","G1800250",1890,0.01,7104,6837
"12291","G1800270",1890,0.01,13387,12840
"12292","G1800290",1890,-0.002,11640,11724
"12293","G1800310",1890,0.006,9759,9518
"12294","G1800330",1890,0.019,12621,11686
"12295","G1800350",1890,0.013,15467,14664
"12296","G1800370",1890,0.012,10375,9878
"12297","G1800390",1890,0.004,19753,19448
"12298","G1800410",1890,0.014,6492,6138
"12299","G1800430",1890,-0.007,14530,14928
"12300","G1800450",1890,0.013,10025,9533
"12301","G1800470",1890,-0.002,9148,9218
"12302","G1800490",1890,0.015,8621,8125
"12303","G1800510",1890,0.015,12833,12087
"12304","G1800530",1890,0.021,16395,15098
"12305","G1800550",1890,0.007,12353,12026
"12306","G1800570",1890,0.011,13350,12773
"12307","G1800590",1890,0.012,9129,8700
"12308","G1800610",1890,0.01,10592,10194
"12309","G1800630",1890,0.016,11096,10402
"12310","G1800650",1890,0.002,11997,11882
"12311","G1800670",1890,0.017,13535,12651
"12312","G1800690",1890,0.012,14151,13493
"12313","G1800710",1890,0,12063,12076
"12314","G1800730",1890,0.017,5783,5402
"12315","G1800750",1890,0.014,12077,11401
"12316","G1800770",1890,-0.006,12100,12407
"12317","G1800790",1890,0.008,7423,7185
"12318","G1800810",1890,0.003,9830,9731
"12319","G1800830",1890,0.008,14250,13794
"12320","G1800850",1890,0.01,14606,14039
"12321","G1800870",1890,0.015,8038,7577
"12322","G1800890",1890,0.058,13332,10554
"12323","G1800910",1890,0.023,17998,16447
"12324","G1800930",1890,0.01,10091,9701
"12325","G1800950",1890,0.028,19274,17213
"12326","G1800970",1890,0.001,70745,70411
"12327","G1800990",1890,0.009,12124,11694
"12328","G1801010",1890,0.01,7123,6850
"12329","G1801030",1890,0.012,13216,12607
"12330","G1801050",1890,0.008,8973,8700
"12331","G1801070",1890,0.007,14215,13810
"12332","G1801090",1890,0.006,9433,9210
"12333","G1801110",1890,0.025,4623,4180
"12334","G1801130",1890,0.009,11880,11479
"12335","G1801150",1890,0.005,2503,2452
"12336","G1801170",1890,0.002,7367,7311
"12337","G1801190",1890,0.002,7557,7483
"12338","G1801210",1890,0.014,10435,9861
"12339","G1801230",1890,0.005,9219,9021
"12340","G1801250",1890,0.007,9396,9148
"12341","G1801270",1890,0.019,9363,8689
"12342","G1801290",1890,0.017,11131,10398
"12343","G1801310",1890,0.024,5885,5348
"12344","G1801330",1890,0.006,11294,11041
"12345","G1801350",1890,0.012,14370,13715
"12346","G1801370",1890,0.008,9838,9512
"12347","G1801390",1890,0.009,9682,9352
"12348","G1801410",1890,0.012,21753,20704
