"","gisjoin","year","diff","male","female"
"5520","G2400250",1860,0.004,11803,11612
"5521","G2400270",1860,0.001,6683,6655
"5522","G2400290",1860,0.03,7038,6229
"5523","G2400310",1860,0.013,9392,8930
"5524","G2400330",1860,0.013,11967,11360
"5525","G2400350",1860,0.017,8259,7702
"5526","G2400370",1860,0.007,7719,7494
"5527","G2400390",1860,0.012,12795,12197
"5528","G2400410",1860,0.004,7457,7338
"5529","G2400430",1860,-0.008,15468,15949
"5530","G2400470",1860,0.006,10449,10212
"5531","G2405100",1860,-0.031,99636,112782
"5532","G2500010",1860,-0.005,17800,18190
"5533","G2500030",1860,-0.007,27185,27935
"5534","G2500050",1860,-0.017,45273,48521
"5535","G2500070",1860,0.036,2362,2041
"5536","G2500090",1860,-0.018,79866,85745
"5537","G2500110",1860,0.003,15820,15614
"5538","G2500130",1860,-0.025,27221,30145
"5539","G2500150",1860,-0.008,18595,19228
"5540","G2500170",1860,-0.023,103135,113219
"5541","G2500190",1860,-0.042,2792,3302
"5542","G2500210",1860,-0.02,52790,57160
"5543","G2500230",1860,-0.003,32207,32561
"5544","G2500250",1860,-0.022,92141,100559
"5545","G2500270",1860,-0.002,79526,80133
"5546","G2600010",1860,0.165,123,62
"5547","G2600050",1860,0.035,8609,7478
"5548","G2600070",1860,0.148,188,102
"5549","G2600090",1860,0.064,101,78
"5550","G2600150",1860,0.026,7283,6575
"5551","G2600170",1860,0.078,1829,1335
"5552","G2600210",1860,0.026,11763,10615
"5553","G2600230",1860,0.017,10838,10143
"5554","G2600250",1860,0.022,15437,14127
"5555","G2600270",1860,0.027,9331,8390
"5556","G2600310",1860,0.063,291,226
"5557","G2600330",1860,0.031,851,752
"5558","G2600370",1860,0.026,7313,6603
"5559","G2600410",1860,0.133,742,430
"5560","G2600450",1860,0.021,8581,7895
"5561","G2600470",1860,0.026,604,545
"5562","G2600490",1860,0.019,11673,10825
"5563","G2600510",1860,0.286,11,3
"5564","G2600550",1860,0.106,779,507
"5565","G2600570",1860,0.032,2152,1890
"5566","G2600590",1860,0.02,13341,12334
"5567","G2600610",1860,0.182,6300,2934
"5568","G2600630",1860,0.088,1860,1305
"5569","G2600650",1860,0.03,9245,8190
"5570","G2600670",1860,0.022,8702,7980
"5571","G2600690",1860,0.14,112,63
"5572","G2600730",1860,0.032,767,676
"5573","G2600750",1860,0.033,14208,12463
"5574","G2600770",1860,0.025,12932,11714
"5575","G2600810",1860,0.024,16086,14630
"5576","G2600870",1860,0.029,7804,6950
"5577","G2600890",1860,0.051,1188,970
"5578","G2600910",1860,0.016,19655,18457
"5579","G2600930",1860,0.027,8881,7970
"5580","G2600990",1860,0.015,11770,11073
"5581","G2601010",1860,0.13,614,361
"5582","G2601015",1860,0.055,578,464
"5583","G2601030",1860,0.132,1782,1039
"5584","G2601050",1860,0.09,490,341
"5585","G2601070",1860,0.07,553,417
"5586","G2601095",1860,0.036,1038,900
"5587","G2601110",1860,0.026,414,373
"5588","G2601150",1860,0.015,11131,10462
"5589","G2601170",1860,0.027,2092,1876
"5590","G2601210",1860,0.096,2353,1594
"5591","G2601230",1860,0.065,1559,1201
"5592","G2601250",1860,0.018,19820,18441
"5593","G2601270",1860,0.075,1044,772
"5594","G2601310",1860,0.161,3021,1547
"5595","G2601330",1860,0.167,18,9
"5596","G2601390",1860,0.042,7156,6059
"5597","G2601410",1860,0.115,16,10
"5598","G2601450",1860,0.038,6825,5868
"5599","G2601470",1860,0.028,14041,12563
"5600","G2601490",1860,0.023,11118,10144
"5601","G2601510",1860,0.054,4211,3388
"5602","G2601530",1860,0.013,40,38
"5603","G2601550",1860,0.015,6359,5990
"5604","G2601570",1860,0.038,2628,2258
"5605","G2601590",1860,0.026,8012,7212
"5606","G2601610",1860,0.016,18419,17267
"5607","G2601630",1860,0.003,38012,37535
"5608","G2700010",1860,0.5,2,0
"5609","G2700030",1860,0.042,1141,965
"5610","G2700050",1860,0.083,225,161
"5611","G2700090",1860,0.044,341,286
"5612","G2700130",1860,0.034,2563,2240
"5613","G2700135",1860,0.095,47,32
"5614","G2700150",1860,0.069,1331,1008
"5615","G2700155",1860,0.154,17,9
"5616","G2700170",1860,0.206,36,15
"5617","G2700190",1860,0.047,2795,2311
"5618","G2700210",1860,0.053,83,67
"5619","G2700250",1860,0.059,975,768
"5620","G2700330",1860,0,6,6
"5621","G2700350",1860,0.099,161,108
"5622","G2700370",1860,0.038,4888,4205
"5623","G2700390",1860,0.046,2074,1723
"5624","G2700410",1860,0.126,122,73
"5625","G2700430",1860,0.059,746,589
"5626","G2700450",1860,0.039,7294,6248
"5627","G2700470",1860,0.038,1811,1556
"5628","G2700490",1860,0.036,4815,4162
"5629","G2700530",1860,0.036,6888,5961
"5630","G2700550",1860,0.027,3505,3140
"5631","G2700590",1860,0.113,174,110
"5632","G2700610",1860,0.069,29,22
"5633","G2700630",1860,0.091,107,74
"5634","G2700650",1860,0.267,23,7
"5635","G2700670",1860,0.105,46,30
"5636","G2700750",1860,0.024,130,118
"5637","G2700790",1860,0.043,2890,2428
"5638","G2700850",1860,0.05,707,579
"5639","G2700877",1860,0.125,85,51
"5640","G2700910",1860,0.03,80,71
"5641","G2700930",1860,0.058,518,410
"5642","G2700950",1860,0.075,42,31
"5643","G2700955",1860,0.08,203,147
"5644","G2700970",1860,0.066,350,268
"5645","G2700990",1860,0.017,1662,1555
"5646","G2701010",1860,-0.017,14,15
"5647","G2701030",1860,0.064,2128,1645
"5648","G2701050",1860,0.1,21,14
"5649","G2701090",1860,0.03,5047,4477
"5650","G2701110",1860,0.137,153,87
"5651","G2701115",1860,0.055,895,717
"5652","G2701135",1860,0.045,6,5
"5653","G2701150",1860,0.12,57,35
"5654","G2701175",1860,0.283,18,5
"5655","G2701190",1860,0.083,140,100
"5656","G2701230",1860,0.015,6260,5890
"5657","G2701290",1860,0.084,143,102
"5658","G2701310",1860,0.036,4046,3497
"5659","G2701370",1860,0.099,243,163
"5660","G2701390",1860,0.034,2455,2140
"5661","G2701410",1860,0.062,406,317
"5662","G2701430",1860,0.05,1984,1625
"5663","G2701450",1860,0.042,2443,2062
"5664","G2701470",1860,0.038,1539,1324
"5665","G2701530",1860,0.181,293,137
"5666","G2701535",1860,0.225,29,11
"5667","G2701570",1860,0.051,3983,3245
"5668","G2701610",1860,0.027,1371,1230
"5669","G2701630",1860,0.069,3481,2642
"5670","G2701690",1860,0.036,4931,4277
"5671","G2701710",1860,0.059,2086,1643
"5672","G2800010",1860,0,10092,10073
"5673","G2800050",1860,0.009,6276,6060
"5674","G2800070",1860,0.008,7199,6970
"5675","G2800110",1860,0.02,5444,5027
"5676","G2800130",1860,0.013,4887,4631
"5677","G2800150",1860,0.007,11167,10868
"5678","G2800170",1860,0.017,8486,7940
"5679","G2800190",1860,0.01,8025,7697
"5680","G2800210",1860,0.007,7955,7724
"5681","G2800230",1860,0.009,5482,5289
"5682","G2800270",1860,0.032,3516,3090
"5683","G2800290",1860,0.01,7850,7548
"5684","G2800310",1860,0.01,2249,2159
"5685","G2800330",1860,0.018,12085,11251
"5686","G2800370",1860,0.002,4145,4120
"5687","G2800410",1860,-0.004,1108,1124
"5688","G2800450",1860,0.054,1739,1400
"5689","G2800470",1860,0.027,2538,2281
"5690","G2800490",1860,0.014,16117,15222
"5691","G2800510",1860,0.004,8973,8818
"5692","G2800550",1860,0.013,4014,3817
"5693","G2800570",1860,0.017,9144,8551
"5694","G2800590",1860,0.018,2134,1988
"5695","G2800610",1860,0.015,5673,5334
"5696","G2800630",1860,0.006,7766,7583
"5697","G2800670",1860,0.009,1691,1632
"5698","G2800690",1860,0.022,6095,5587
"5699","G2800710",1860,0.023,8426,7699
"5700","G2800750",1860,0.013,6823,6490
"5701","G2800770",1860,0.013,4725,4488
"5702","G2800790",1860,0.01,4758,4566
"5703","G2800870",1860,0.01,12053,11572
"5704","G2800890",1860,0.009,11909,11473
"5705","G2800910",1860,0.007,2378,2308
"5706","G2800930",1860,0.014,14827,13996
"5707","G2800950",1860,0.007,10795,10488
"5708","G2800990",1860,0.011,4263,4080
"5709","G2801010",1860,0.01,4924,4737
"5710","G2801030",1860,0.007,10480,10187
"5711","G2801050",1860,0.022,6768,6209
"5712","G2801070",1860,0.024,7224,6570
"5713","G2801110",1860,0.003,1310,1296
"5714","G2801130",1860,0.016,5742,5393
"5715","G2801150",1860,0.011,11291,10822
"5716","G2801210",1860,0.003,6859,6776
"5717","G2801230",1860,0.02,4233,3906
"5718","G2801270",1860,0.004,3063,3017
"5719","G2801290",1860,0.005,3856,3782
"5720","G2801330",1860,0.018,2602,2417
"5721","G2801350",1860,0.018,4086,3804
"5722","G2801390",1860,0.006,11407,11143
"5723","G2801410",1860,0.01,12324,11825
"5724","G2801430",1860,0.042,2366,2000
"5725","G2801490",1860,0.059,11570,9126
"5726","G2801510",1860,0.015,8079,7600
"5727","G2801530",1860,0.001,1851,1840
"5728","G2801570",1860,0.003,8007,7926
"5729","G2801590",1860,0.005,4951,4860
"5730","G2801610",1860,0.011,8657,8295
"5731","G2801630",1860,0.014,11491,10882
"5732","G2900010",1860,0.025,4481,4050
"5733","G2900030",1860,0.032,6308,5542
"5734","G2900050",1860,0.056,2583,2066
"5735","G2900070",1860,0.024,4231,3844
"5736","G2900090",1860,0.009,4069,3926
"5737","G2900110",1860,0.039,979,838
"5738","G2900130",1860,0.035,3863,3352
"5739","G2900150",1860,0.019,4710,4362
"5740","G2900170",1860,0.006,3733,3638
"5741","G2900190",1860,0.02,10130,9356
"5742","G2900210",1860,0.04,12883,10978
"5743","G2900230",1860,0.03,1533,1358
"5744","G2900250",1860,0.03,2670,2364
"5745","G2900270",1860,0.021,9084,8365
"5746","G2900290",1860,0.014,2559,2416
"5747","G2900310",1860,0.02,8077,7470
"5748","G2900330",1860,0.025,5122,4641
"5749","G2900350",1860,0.019,641,594
"5750","G2900370",1860,0.028,5173,4621
"5751","G2900390",1860,0.01,3387,3250
"5752","G2900410",1860,0.027,6618,5944
"5753","G2900430",1860,0.003,2763,2728
"5754","G2900450",1860,0.028,6174,5510
"5755","G2900470",1860,0.025,6833,6190
"5756","G2900490",1860,0.035,4199,3649
"5757","G2900510",1860,0.05,5330,4367
"5758","G2900530",1860,0.022,9057,8299
"5759","G2900550",1860,0.018,3017,2806
"5760","G2900570",1860,0.014,3637,3435
"5761","G2900590",1860,0.007,2986,2906
"5762","G2900610",1860,0.03,5090,4516
"5763","G2900630",1860,0.023,2733,2491
"5764","G2900650",1860,0.018,2930,2724
"5765","G2900670",1860,0.018,1251,1163
"5766","G2900690",1860,0.012,2575,2451
"5767","G2900710",1860,0.035,9684,8401
"5768","G2900730",1860,0.029,4613,4114
"5769","G2900750",1860,0.026,6300,5680
"5770","G2900770",1860,0.016,6803,6383
"5771","G2900790",1860,0.016,4066,3821
"5772","G2900810",1860,0.023,5558,5068
"5773","G2900830",1860,0.025,5183,4683
"5774","G2900850",1860,0.029,2487,2218
"5775","G2900870",1860,0.027,3454,3096
"5776","G2900890",1860,0.025,8379,7567
"5777","G2900910",1860,0.012,1622,1547
"5778","G2900930",1860,0.032,3108,2734
"5779","G2900950",1860,0.036,12291,10622
"5780","G2900970",1860,0.028,3632,3251
"5781","G2900990",1860,0.034,5525,4819
"5782","G2901010",1860,0.029,7750,6894
"5783","G2901030",1860,0.027,4599,4128
"5784","G2901050",1860,0.008,2632,2550
"5785","G2901070",1860,0.039,10825,9273
"5786","G2901090",1860,0.006,4476,4370
"5787","G2901110",1860,0.031,6529,5757
"5788","G2901130",1860,0.025,7466,6744
"5789","G2901150",1860,0.026,4792,4320
"5790","G2901170",1860,0.033,3952,3465
"5791","G2901190",1860,0.025,2119,1919
"5792","G2901210",1860,0.023,7499,6847
"5793","G2901230",1860,0.022,2957,2707
"5794","G2901250",1860,0.016,2528,2373
"5795","G2901270",1860,0.023,9852,8986
"5796","G2901290",1860,0.021,4843,4457
"5797","G2901310",1860,0.011,3482,3330
"5798","G2901330",1860,0.054,2692,2167
"5799","G2901350",1860,0.021,5278,4846
"5800","G2901370",1860,0.024,7747,7038
"5801","G2901390",1860,0.014,4996,4722
"5802","G2901410",1860,0.027,4320,3882
"5803","G2901430",1860,0.05,3112,2542
"5804","G2901450",1860,0.015,4799,4520
"5805","G2901470",1860,0.031,2790,2462
"5806","G2901490",1860,0.027,1585,1424
"5807","G2901510",1860,0.029,4170,3709
"5808","G2901530",1860,0.01,1247,1200
"5809","G2901550",1860,0.027,1560,1402
"5810","G2901570",1860,0.027,4808,4320
"5811","G2901590",1860,0.029,4967,4425
"5812","G2901610",1860,0.078,3301,2413
"5813","G2901630",1860,0.013,9457,8960
"5814","G2901650",1860,0.036,9842,8508
"5815","G2901670",1860,0.005,5046,4949
"5816","G2901690",1860,0.028,2025,1810
"5817","G2901710",1860,0.024,4822,4385
"5818","G2901730",1860,0.028,4534,4058
"5819","G2901750",1860,0.023,5970,5437
"5820","G2901770",1860,0.031,7487,6605
"5821","G2901790",1860,0.004,1598,1575
"5822","G2901810",1860,0.014,1927,1820
"5823","G2901830",1860,0.039,8902,7621
"5824","G2901850",1860,0.027,3587,3225
"5825","G2901860",1860,0.024,4206,3823
"5826","G2901870",1860,0.019,3761,3488
"5827","G2901890",1860,0.031,101251,89273
"5828","G2901950",1860,0.037,7889,6810
"5829","G2901970",1860,0.015,3446,3251
"5830","G2901990",1860,0.029,4698,4175
"5831","G2902010",1860,0.029,2775,2472
"5832","G2902030",1860,0.02,1187,1097
"5833","G2902050",1860,0.032,3887,3414
"5834","G2902070",1860,0.014,4051,3826
"5835","G2902090",1860,0.028,1268,1132
"5836","G2902110",1860,0.014,4725,4473
"5837","G2902130",1860,-0.004,1773,1803
"5838","G2902150",1860,0.026,3194,2873
"5839","G2902170",1860,0.031,2574,2276
"5840","G2902190",1860,0.038,4759,4080
"5841","G2902210",1860,0.024,5090,4633
"5842","G2902230",1860,0,2815,2814
"5843","G2902250",1860,0.004,3579,3520
"5844","G2902290",1860,0.008,2290,2218
"5845","G3150015",1860,0.079,66,48
"5846","G3150035",1860,0.054,215,173
"5847","G3150055",1860,0.204,19,8
"5848","G3150075",1860,0.085,24,17
"5849","G3150095",1860,0.046,1839,1530
"5850","G3150115",1860,0.085,144,102
"5851","G3150135",1860,0.1,99,66
"5852","G3150155",1860,0.097,40,27
"5853","G3150175",1860,0.074,470,349
"5854","G3150195",1860,0.375,14,2
"5855","G3150215",1860,0.043,134,113
"5856","G3150235",1860,0.095,184,125
"5857","G3150255",1860,0.024,2266,2062
"5858","G3150275",1860,0.113,258,163
"5859","G3150295",1860,-0.125,6,10
"5860","G3150315",1860,0.129,73,43
"5861","G3150335",1860,0.034,282,246
"5862","G3150355",1860,0.131,77,45
"5863","G3150375",1860,0.293,376,98
"5864","G3150395",1860,0.056,85,68
"5865","G3150415",1860,0.23,111,41
"5866","G3150455",1860,0.243,81,28
"5867","G3150475",1860,0.05,1725,1414
"5868","G3150495",1860,0.182,15,7
"5869","G3150515",1860,0.072,2410,1801
"5870","G3150535",1860,0.033,470,412
"5871","G3150585",1860,0.068,444,338
"5872","G3150595",1860,0.289,15,4
"5873","G3150615",1860,0.051,1561,1274
"5874","G3150635",1860,0.167,26,13
"5875","G3150655",1860,0.065,678,523
"5876","G3150675",1860,0.329,97,20
"5877","G3150695",1860,0.335,1768,350
"5878","G3150715",1860,0.051,688,561
"5879","G3300010",1860,-0.007,9152,9397
"5880","G3300030",1860,0.002,10276,10189
"5881","G3300050",1860,0,13719,13715
"5882","G3300070",1860,0.034,7032,6129
"5883","G3300090",1860,0.007,21414,20846
"5884","G3300110",1860,-0.034,28985,33155
"5885","G3300130",1860,-0.008,20373,21035
"5886","G3300150",1860,-0.008,24635,25487
"5887","G3300170",1860,-0.029,14828,16665
"5888","G3300190",1860,-0.006,9402,9639
"5889","G3400010",1860,0.022,6152,5634
"5890","G3400030",1860,0.018,11192,10426
"5891","G3400050",1860,-0.008,24475,25255
"5892","G3400070",1860,-0.009,16919,17538
"5893","G3400090",1860,-0.004,3535,3595
"5894","G3400110",1860,0.01,11521,11084
"5895","G3400130",1860,-0.013,48172,50705
"5896","G3400150",1860,0.015,9504,8940
"5897","G3400170",1860,-0.006,31006,31711
"5898","G3400190",1860,0.003,16922,16732
"5899","G3400210",1860,-0.004,18552,18867
"5900","G3400230",1860,-0.004,17273,17539
"5901","G3400250",1860,0.004,19826,19520
"5902","G3400270",1860,0.001,17361,17316
"5903","G3400290",1860,0.01,5700,5476
"5904","G3400310",1860,-0.011,14190,14823
"5905","G3400330",1860,0.012,11493,10965
"5906","G3400350",1860,0.002,11070,10987
"5907","G3400370",1860,0.007,12087,11759
"5908","G3400390",1860,-0.015,13463,14317
"5909","G3400410",1860,0.015,14638,13795
"5910","G3550015",1860,0.085,3795,2687
"5911","G3550035",1860,0.044,4772,3997
"5912","G3550115",1860,0.058,3481,2758
"5913","G3550255",1860,0.015,2866,2700
"5914","G3550315",1860,0.009,5017,4832
"5915","G3550395",1860,0.037,7369,6345
"5916","G3550415",1860,0.031,1896,1676
"5917","G3550435",1860,0.005,4096,4018
"5918","G3550475",1860,0.014,2972,2815
"5919","G3550495",1860,0.001,7060,7043
"5920","G3550555",1860,0.009,5767,5554
"5921","G3600010",1860,-0.009,55966,57951
"5922","G3600030",1860,0.01,21342,20539
"5923","G3600070",1860,0.004,18084,17822
"5924","G3600090",1860,0.019,22756,21130
"5925","G3600110",1860,0.007,28255,27512
"5926","G3600130",1860,0.01,29771,28651
"5927","G3600150",1860,0.003,13537,13380
"5928","G3600170",1860,-0.002,20376,20558
"5929","G3600190",1860,0.012,23425,22310
"5930","G3600210",1860,-0.011,23089,24083
"5931","G3600230",1860,-0.001,13121,13173
"5932","G3600250",1860,0.007,21550,20915
"5933","G3600270",1860,-0.007,32038,32903
"5934","G3600290",1860,0.004,71549,70422
"5935","G3600310",1860,0.015,14540,13674
"5936","G3600330",1860,0.009,15681,15156
"5937","G3600350",1860,-0.007,11923,12239
"5938","G3600370",1860,0.005,16249,15940
"5939","G3600390",1860,-0.004,15836,16094
"5940","G3600410",1860,0.05,1664,1360
"5941","G3600430",1860,0.005,20502,20059
"5942","G3600450",1860,0.001,35002,34823
"5943","G3600470",1860,-0.021,133612,145510
"5944","G3600490",1860,0.022,14908,13672
"5945","G3600510",1860,0.003,19902,19644
"5946","G3600530",1860,0,21751,21794
"5947","G3600550",1860,-0.002,50149,50499
"5948","G3600570",1860,0.007,15651,15215
"5949","G3600610",1860,-0.012,396990,416679
"5950","G3600630",1860,0.001,25257,25142
"5951","G3600650",1860,-0.005,52121,53081
"5952","G3600670",1860,0.004,45721,44965
"5953","G3600690",1860,0.002,22360,22203
"5954","G3600710",1860,-0.004,31673,32139
"5955","G3600730",1860,0.009,14604,14113
"5956","G3600750",1860,0.017,39234,36724
"5957","G3600770",1860,-0.001,25024,25133
"5958","G3600790",1860,-0.004,6949,7053
"5959","G3600810",1860,0.008,29170,28221
"5960","G3600830",1860,-0.009,42381,43947
"5961","G3600850",1860,-0.008,12548,12944
"5962","G3600870",1860,0.027,11852,10640
"5963","G3600890",1860,0.007,42452,41235
"5964","G3600910",1860,-0.006,25545,26184
"5965","G3600930",1860,0,10006,9996
"5966","G3600950",1860,0.001,17272,17197
"5967","G3600970",1860,0.005,9516,9324
"5968","G3600990",1860,0.006,14251,13887
"5969","G3601010",1860,0.011,34065,32625
"5970","G3601030",1860,-0.001,21576,21699
"5971","G3601050",1860,0.021,16866,15519
"5972","G3601070",1860,0.004,14482,14266
"5973","G3601090",1860,-0.004,15575,15834
"5974","G3601110",1860,0.01,38931,37450
"5975","G3601130",1860,0.016,11062,10372
"5976","G3601150",1860,0.004,23135,22769
"5977","G3601170",1860,0.008,24274,23488
"5978","G3601190",1860,0.004,50120,49377
"5979","G3601210",1860,0.002,16058,15910
"5980","G3601230",1860,0.004,10231,10059
"5981","G3700010",1860,-0.01,5806,6046
"5982","G3700030",1860,-0.004,2984,3038
"5983","G3700050",1860,0.009,1826,1764
"5984","G3700070",1860,-0.006,6748,6916
"5985","G3700090",1860,0.003,3998,3958
"5986","G3700130",1860,0.008,7504,7262
"5987","G3700150",1860,-0.008,7040,7270
"5988","G3700170",1860,0.015,6176,5819
"5989","G3700190",1860,0.027,4434,3972
"5990","G3700210",1860,0.005,6392,6262
"5991","G3700230",1860,-0.001,4613,4624
"5992","G3700250",1860,0.002,5295,5251
"5993","G3700270",1860,-0.012,3656,3841
"5994","G3700290",1860,0.028,2823,2520
"5995","G3700310",1860,-0.006,4045,4141
"5996","G3700330",1860,0.007,8219,7996
"5997","G3700350",1860,-0.02,5150,5579
"5998","G3700370",1860,-0.009,9376,9725
"5999","G3700390",1860,0.017,4739,4427
"6000","G3700410",1860,-0.009,3359,3483
"6001","G3700450",1860,-0.005,6111,6237
"6002","G3700470",1860,0.016,4440,4157
"6003","G3700490",1860,-0.01,7970,8298
"6004","G3700510",1860,-0.002,8153,8216
"6005","G3700530",1860,0.008,3770,3645
"6006","G3700570",1860,-0.002,8269,8332
"6007","G3700590",1860,-0.001,4242,4252
"6008","G3700610",1860,-0.004,7828,7956
"6009","G3700650",1860,0.007,8817,8559
"6010","G3700670",1860,-0.006,6269,6423
"6011","G3700690",1860,-0.001,7038,7069
"6012","G3700710",1860,-0.011,4548,4759
"6013","G3700730",1860,-0.009,4142,4301
"6014","G3700770",1860,-0.004,11614,11782
"6015","G3700790",1860,0.001,3971,3954
"6016","G3700810",1860,0.004,10108,9948
"6017","G3700830",1860,-0.003,9669,9773
"6018","G3700850",1860,0.005,4057,3982
"6019","G3700870",1860,-0.009,2851,2950
"6020","G3700890",1860,0.005,5281,5167
"6021","G3700910",1860,0.001,4765,4739
"6022","G3700950",1860,0.025,4060,3672
"6023","G3700970",1860,-0.013,7479,7868
"6024","G3700990",1860,0.015,2842,2673
"6025","G3701010",1860,0.003,7873,7783
"6026","G3701030",1860,0.01,2921,2809
"6027","G3701070",1860,0,5109,5111
"6028","G3701090",1860,0,4101,4094
"6029","G3701110",1860,0,3560,3560
"6030","G3701130",1860,0.01,3060,2944
"6031","G3701150",1860,0.008,2999,2909
"6032","G3701170",1860,-0.005,5043,5152
"6033","G3701190",1860,0,8680,8694
"6034","G3701230",1860,-0.007,3772,3877
"6035","G3701250",1860,-0.006,5640,5787
"6036","G3701270",1860,-0.01,5726,5961
