GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,A08AA,A08AB
"G1700490","1950","Illinois","170","Effingham","0490","Effingham",10763,10912
"G1700510","1950","Illinois","170","Fayette","0510","Fayette",12776,11806
"G1700530","1950","Illinois","170","Ford","0530","Ford",7925,7976
"G1700550","1950","Illinois","170","Franklin","0550","Franklin",24215,24470
"G1700570","1950","Illinois","170","Fulton","0570","Fulton",22044,21672
"G1700590","1950","Illinois","170","Gallatin","0590","Gallatin",5014,4804
"G1700610","1950","Illinois","170","Greene","0610","Greene",9433,9419
"G1700630","1950","Illinois","170","Grundy","0630","Grundy",9596,9621
"G1700650","1950","Illinois","170","Hamilton","0650","Hamilton",6146,6110
"G1700670","1950","Illinois","170","Hancock","0670","Hancock",12717,13073
"G1700690","1950","Illinois","170","Hardin","0690","Hardin",3771,3759
"G1700710","1950","Illinois","170","Henderson","0710","Henderson",4339,4077
"G1700730","1950","Illinois","170","Henry","0730","Henry",23280,23212
"G1700750","1950","Illinois","170","Iroquois","0750","Iroquois",16179,16169
"G1700770","1950","Illinois","170","Jackson","0770","Jackson",19023,19101
"G1700790","1950","Illinois","170","Jasper","0790","Jasper",6232,6034
"G1700810","1950","Illinois","170","Jefferson","0810","Jefferson",17782,18110
"G1700830","1950","Illinois","170","Jersey","0830","Jersey",7657,7607
"G1700850","1950","Illinois","170","Jo Daviess","0850","Jo Daviess",10801,10658
"G1700870","1950","Illinois","170","Johnson","0870","Johnson",4386,4343
"G1700890","1950","Illinois","170","Kane","0890","Kane",73653,76735
"G1700910","1950","Illinois","170","Kankakee","0910","Kankakee",36469,37055
"G1700930","1950","Illinois","170","Kendall","0930","Kendall",6170,5945
"G1700950","1950","Illinois","170","Knox","0950","Knox",26716,27650
"G1700970","1950","Illinois","170","Lake","0970","Lake",94866,84231
"G1700990","1950","Illinois","170","La Salle","0990","La Salle",50057,50553
"G1701010","1950","Illinois","170","Lawrence","1010","Lawrence",10161,10378
"G1701030","1950","Illinois","170","Lee","1030","Lee",18443,18008
"G1701050","1950","Illinois","170","Livingston","1050","Livingston",19433,18376
"G1701070","1950","Illinois","170","Logan","1070","Logan",15444,15227
"G1701090","1950","Illinois","170","McDonough","1090","Mcdonough",13961,14238
"G1701110","1950","Illinois","170","McHenry","1110","Mchenry",25591,25065
"G1701130","1950","Illinois","170","McLean","1130","Mclean",37134,39443
"G1701150","1950","Illinois","170","Macon","1150","Macon",48111,50742
"G1701170","1950","Illinois","170","Macoupin","1170","Macoupin",22324,21886
"G1701190","1950","Illinois","170","Madison","1190","Madison",90098,92209
"G1701210","1950","Illinois","170","Marion","1210","Marion",20425,21275
"G1701230","1950","Illinois","170","Marshall","1230","Marshall",6568,6457
"G1701250","1950","Illinois","170","Mason","1250","Mason",7648,7678
"G1701270","1950","Illinois","170","Massac","1270","Massac",6713,6881
"G1701290","1950","Illinois","170","Menard","1290","Menard",4837,4802
"G1701310","1950","Illinois","170","Mercer","1310","Mercer",8878,8496
"G1701330","1950","Illinois","170","Monroe","1330","Monroe",6855,6427
"G1701350","1950","Illinois","170","Montgomery","1350","Montgomery",16059,16401
"G1701370","1950","Illinois","170","Morgan","1370","Morgan",17170,18398
"G1701390","1950","Illinois","170","Moultrie","1390","Moultrie",6540,6631
"G1701410","1950","Illinois","170","Ogle","1410","Ogle",16808,16621
"G1701430","1950","Illinois","170","Peoria","1430","Peoria",86717,87630
"G1701450","1950","Illinois","170","Perry","1450","Perry",10737,10947
"G1701470","1950","Illinois","170","Piatt","1470","Piatt",7005,6965
"G1701490","1950","Illinois","170","Pike","1490","Pike",11145,11010
"G1701510","1950","Illinois","170","Pope","1510","Pope",2978,2801
"G1701530","1950","Illinois","170","Pulaski","1530","Pulaski",6693,6946
"G1701550","1950","Illinois","170","Putnam","1550","Putnam",2438,2308
"G1701570","1950","Illinois","170","Randolph","1570","Randolph",17060,14613
"G1701590","1950","Illinois","170","Richland","1590","Richland",8294,8595
"G1701610","1950","Illinois","170","Rock Island","1610","Rock Island",66745,66813
"G1701630","1950","Illinois","170","St Clair","1630","St Clair",105026,100969
"G1701650","1950","Illinois","170","Saline","1650","Saline",16498,16922
"G1701670","1950","Illinois","170","Sangamon","1670","Sangamon",63140,68344
"G1701690","1950","Illinois","170","Schuyler","1690","Schuyler",4846,4767
"G1701710","1950","Illinois","170","Scott","1710","Scott",3640,3605
"G1701730","1950","Illinois","170","Shelby","1730","Shelby",12122,12312
"G1701750","1950","Illinois","170","Stark","1750","Stark",4356,4365
"G1701770","1950","Illinois","170","Stephenson","1770","Stephenson",20165,21430
"G1701790","1950","Illinois","170","Tazewell","1790","Tazewell",38614,37551
"G1701810","1950","Illinois","170","Union","1810","Union",10372,10128
"G1701830","1950","Illinois","170","Vermilion","1830","Vermilion",43740,43339
"G1701850","1950","Illinois","170","Wabash","1850","Wabash",7195,7456
"G1701870","1950","Illinois","170","Warren","1870","Warren",10820,11161
"G1701890","1950","Illinois","170","Washington","1890","Washington",7329,7131
"G1701910","1950","Illinois","170","Wayne","1910","Wayne",10550,10383
"G1701930","1950","Illinois","170","White","1930","White",10474,10461
"G1701950","1950","Illinois","170","Whiteside","1950","Whiteside",24688,24648
"G1701970","1950","Illinois","170","Will","1970","Will",68894,65442
"G1701990","1950","Illinois","170","Williamson","1990","Williamson",23935,24686
"G1702010","1950","Illinois","170","Winnebago","2010","Winnebago",75125,77260
"G1702030","1950","Illinois","170","Woodford","2030","Woodford",10683,10652
"G1800010","1950","Indiana","180","Adams","0010","Adams",11200,11193
"G1800030","1950","Indiana","180","Allen","0030","Allen",89575,94147
"G1800050","1950","Indiana","180","Bartholomew","0050","Bartholomew",18157,17951
"G1800070","1950","Indiana","180","Benton","0070","Benton",5789,5673
"G1800090","1950","Indiana","180","Blackford","0090","Blackford",6930,7096
"G1800110","1950","Indiana","180","Boone","0110","Boone",11845,12148
"G1800130","1950","Indiana","180","Brown","0130","Brown",3168,3041
"G1800150","1950","Indiana","180","Carroll","0150","Carroll",7977,8033
"G1800170","1950","Indiana","180","Cass","0170","Cass",18882,19911
"G1800190","1950","Indiana","180","Clark","0190","Clark",24028,24302
"G1800210","1950","Indiana","180","Clay","0210","Clay",11901,12017
"G1800230","1950","Indiana","180","Clinton","0230","Clinton",14631,15103
"G1800250","1950","Indiana","180","Crawford","0250","Crawford",4714,4575
"G1800270","1950","Indiana","180","Daviess","0270","Daviess",13196,13566
"G1800290","1950","Indiana","180","Dearborn","0290","Dearborn",12618,12523
"G1800310","1950","Indiana","180","Decatur","0310","Decatur",9116,9102
"G1800330","1950","Indiana","180","DeKalb","0330","De Kalb",12921,13102
"G1800350","1950","Indiana","180","Delaware","0350","Delaware",44533,45719
"G1800370","1950","Indiana","180","Dubois","0370","Dubois",11967,11818
"G1800390","1950","Indiana","180","Elkhart","0390","Elkhart",41594,42918
"G1800410","1950","Indiana","180","Fayette","0410","Fayette",11673,11718
"G1800430","1950","Indiana","180","Floyd","0430","Floyd",21388,22567
"G1800450","1950","Indiana","180","Fountain","0450","Fountain",8942,8894
"G1800470","1950","Indiana","180","Franklin","0470","Franklin",8131,7903
"G1800490","1950","Indiana","180","Fulton","0490","Fulton",8140,8425
"G1800510","1950","Indiana","180","Gibson","0510","Gibson",15211,15509
"G1800530","1950","Indiana","180","Grant","0530","Grant",31373,30783
"G1800550","1950","Indiana","180","Greene","0550","Greene",13956,13930
"G1800570","1950","Indiana","180","Hamilton","0570","Hamilton",14202,14289
"G1800590","1950","Indiana","180","Hancock","0590","Hancock",10049,10283
"G1800610","1950","Indiana","180","Harrison","0610","Harrison",9226,8632
"G1800630","1950","Indiana","180","Hendricks","0630","Hendricks",12600,11994
"G1800650","1950","Indiana","180","Henry","0650","Henry",22589,22916
"G1800670","1950","Indiana","180","Howard","0670","Howard",26909,27589
"G1800690","1950","Indiana","180","Huntington","0690","Huntington",15307,16093
"G1800710","1950","Indiana","180","Jackson","0710","Jackson",14056,14181
"G1800730","1950","Indiana","180","Jasper","0730","Jasper",8899,8132
"G1800750","1950","Indiana","180","Jay","0750","Jay",11475,11682
"G1800770","1950","Indiana","180","Jefferson","0770","Jefferson",10731,10882
"G1800790","1950","Indiana","180","Jennings","0790","Jennings",7854,7396
"G1800810","1950","Indiana","180","Johnson","0810","Johnson",13026,13157
"G1800830","1950","Indiana","180","Knox","0830","Knox",21231,22184
"G1800850","1950","Indiana","180","Kosciusko","0850","Kosciusko",16492,16510
"G1800870","1950","Indiana","180","Lagrange","0870","Lagrange",7727,7620
"G1800890","1950","Indiana","180","Lake","0890","Lake",188613,179539
"G1800910","1950","Indiana","180","LaPorte","0910","Laporte",39758,37050
"G1800930","1950","Indiana","180","Lawrence","0930","Lawrence",17061,17285
"G1800950","1950","Indiana","180","Madison","0950","Madison",52056,51855
"G1800970","1950","Indiana","180","Marion","0970","Marion",265504,286273
"G1800990","1950","Indiana","180","Marshall","0990","Marshall",14724,14744
"G1801010","1950","Indiana","180","Martin","1010","Martin",5482,5196
"G1801030","1950","Indiana","180","Miami","1030","Miami",13907,14294
"G1801050","1950","Indiana","180","Monroe","1050","Monroe",25721,24359
"G1801070","1950","Indiana","180","Montgomery","1070","Montgomery",14533,14589
"G1801090","1950","Indiana","180","Morgan","1090","Morgan",11956,11770
"G1801110","1950","Indiana","180","Newton","1110","Newton",5594,5412
"G1801130","1950","Indiana","180","Noble","1130","Noble",12443,12632
"G1801150","1950","Indiana","180","Ohio","1150","Ohio",2122,2101
"G1801170","1950","Indiana","180","Orange","1170","Orange",8556,8323
"G1801190","1950","Indiana","180","Owen","1190","Owen",6006,5757
"G1801210","1950","Indiana","180","Parke","1210","Parke",7841,7833
"G1801230","1950","Indiana","180","Perry","1230","Perry",8752,8615
"G1801250","1950","Indiana","180","Pike","1250","Pike",7460,7535
"G1801270","1950","Indiana","180","Porter","1270","Porter",20441,19635
"G1801290","1950","Indiana","180","Posey","1290","Posey",9844,9974
"G1801310","1950","Indiana","180","Pulaski","1310","Pulaski",6420,6073
"G1801330","1950","Indiana","180","Putnam","1330","Putnam",12167,10783
"G1801350","1950","Indiana","180","Randolph","1350","Randolph",13459,13682
"G1801370","1950","Indiana","180","Ripley","1370","Ripley",9604,9159
"G1801390","1950","Indiana","180","Rush","1390","Rush",9863,9936
"G1801410","1950","Indiana","180","St Joseph","1410","St Joseph",103852,101206
"G1801430","1950","Indiana","180","Scott","1430","Scott",5715,5804
"G1801450","1950","Indiana","180","Shelby","1450","Shelby",13746,14280
"G1801470","1950","Indiana","180","Spencer","1470","Spencer",8447,7727
"G1801490","1950","Indiana","180","Starke","1490","Starke",7703,7579
"G1801510","1950","Indiana","180","Steuben","1510","Steuben",9031,8056
"G1801530","1950","Indiana","180","Sullivan","1530","Sullivan",11736,11931
"G1801550","1950","Indiana","180","Switzerland","1550","Switzerland",3872,3727
"G1801570","1950","Indiana","180","Tippecanoe","1570","Tippecanoe",39535,34938
"G1801590","1950","Indiana","180","Tipton","1590","Tipton",7711,7855
"G1801610","1950","Indiana","180","Union","1610","Union",3259,3153
"G1801630","1950","Indiana","180","Vanderburgh","1630","Vanderburgh",77486,82936
"G1801650","1950","Indiana","180","Vermillion","1650","Vermillion",9856,9867
"G1801670","1950","Indiana","180","Vigo","1670","Vigo",51398,53762
"G1801690","1950","Indiana","180","Wabash","1690","Wabash",14352,14695
"G1801710","1950","Indiana","180","Warren","1710","Warren",4344,4191
"G1801730","1950","Indiana","180","Warrick","1730","Warrick",10730,10797
"G1801750","1950","Indiana","180","Washington","1750","Washington",8294,8226
"G1801770","1950","Indiana","180","Wayne","1770","Wayne",33456,35110
"G1801790","1950","Indiana","180","Wells","1790","Wells",9724,9840
"G1801810","1950","Indiana","180","White","1810","White",9090,8952
"G1801830","1950","Indiana","180","Whitley","1830","Whitley",9363,9465
"G1900010","1950","Iowa","190","Adair","0010","Adair",6247,6045
"G1900030","1950","Iowa","190","Adams","0030","Adams",4347,4406
"G1900050","1950","Iowa","190","Allamakee","0050","Allamakee",8398,7953
"G1900070","1950","Iowa","190","Appanoose","0070","Appanoose",9718,9965
"G1900090","1950","Iowa","190","Audubon","0090","Audubon",5927,5652
"G1900110","1950","Iowa","190","Benton","0110","Benton",11528,11128
"G1900130","1950","Iowa","190","Black Hawk","0130","Black Hawk",49571,50877
"G1900150","1950","Iowa","190","Boone","0150","Boone",13962,14177
"G1900170","1950","Iowa","190","Bremer","0170","Bremer",9498,9386
"G1900190","1950","Iowa","190","Buchanan","0190","Buchanan",11094,10833
"G1900210","1950","Iowa","190","Buena Vista","0210","Buena Vista",10682,10431
"G1900230","1950","Iowa","190","Butler","0230","Butler",8818,8576
"G1900250","1950","Iowa","190","Calhoun","0250","Calhoun",8419,8506
"G1900270","1950","Iowa","190","Carroll","0270","Carroll",11456,11609
"G1900290","1950","Iowa","190","Cass","0290","Cass",9283,9249
"G1900310","1950","Iowa","190","Cedar","0310","Cedar",8610,8300
"G1900330","1950","Iowa","190","Cerro Gordo","0330","Cerro Gordo",22670,23383
"G1900350","1950","Iowa","190","Cherokee","0350","Cherokee",9653,9399
"G1900370","1950","Iowa","190","Chickasaw","0370","Chickasaw",7743,7485
"G1900390","1950","Iowa","190","Clarke","0390","Clarke",4673,4696
"G1900410","1950","Iowa","190","Clay","0410","Clay",9059,9044
"G1900430","1950","Iowa","190","Clayton","0430","Clayton",11569,10953
"G1900450","1950","Iowa","190","Clinton","0450","Clinton",24692,24972
"G1900470","1950","Iowa","190","Crawford","0470","Crawford",10134,9607
"G1900490","1950","Iowa","190","Dallas","0490","Dallas",11790,11871
"G1900510","1950","Iowa","190","Davis","0510","Davis",4994,4965
"G1900530","1950","Iowa","190","Decatur","0530","Decatur",6388,6213
"G1900550","1950","Iowa","190","Delaware","0550","Delaware",9113,8621
"G1900570","1950","Iowa","190","Des Moines","0570","Des Moines",20419,21637
"G1900590","1950","Iowa","190","Dickinson","0590","Dickinson",6521,6235
"G1900610","1950","Iowa","190","Dubuque","0610","Dubuque",35051,36286
"G1900630","1950","Iowa","190","Emmet","0630","Emmet",7112,6990
"G1900650","1950","Iowa","190","Fayette","0650","Fayette",14324,13970
"G1900670","1950","Iowa","190","Floyd","0670","Floyd",10948,10557
"G1900690","1950","Iowa","190","Franklin","0690","Franklin",8251,8017
"G1900710","1950","Iowa","190","Fremont","0710","Fremont",6239,6084
"G1900730","1950","Iowa","190","Greene","0730","Greene",7843,7701
"G1900750","1950","Iowa","190","Grundy","0750","Grundy",6902,6820
"G1900770","1950","Iowa","190","Guthrie","0770","Guthrie",7634,7563
"G1900790","1950","Iowa","190","Hamilton","0790","Hamilton",9932,9728
"G1900810","1950","Iowa","190","Hancock","0810","Hancock",7765,7312
"G1900830","1950","Iowa","190","Hardin","0830","Hardin",11209,11009
"G1900850","1950","Iowa","190","Harrison","0850","Harrison",9876,9684
"G1900870","1950","Iowa","190","Henry","0870","Henry",9298,9410
"G1900890","1950","Iowa","190","Howard","0890","Howard",6585,6520
"G1900910","1950","Iowa","190","Humboldt","0910","Humboldt",6687,6430
"G1900930","1950","Iowa","190","Ida","0930","Ida",5520,5177
"G1900950","1950","Iowa","190","Iowa","0950","Iowa",8033,7802
"G1900970","1950","Iowa","190","Jackson","0970","Jackson",9733,8889
"G1900990","1950","Iowa","190","Jasper","0990","Jasper",16261,16044
"G1901010","1950","Iowa","190","Jefferson","1010","Jefferson",7816,7880
"G1901030","1950","Iowa","190","Johnson","1030","Johnson",23840,21916
"G1901050","1950","Iowa","190","Jones","1050","Jones",10308,9093
"G1901070","1950","Iowa","190","Keokuk","1070","Keokuk",8397,8400
"G1901090","1950","Iowa","190","Kossuth","1090","Kossuth",13476,12765
"G1901110","1950","Iowa","190","Lee","1110","Lee",21418,21684
"G1901130","1950","Iowa","190","Linn","1130","Linn",50945,53329
"G1901150","1950","Iowa","190","Louisa","1150","Louisa",5740,5361
"G1901170","1950","Iowa","190","Lucas","1170","Lucas",6053,6016
