GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,A08AA,A08AB
"G0600650","1950","California","060","Riverside","0650","Riverside",85682,84364
"G0600670","1950","California","060","Sacramento","0670","Sacramento",142987,134153
"G0600690","1950","California","060","San Benito","0690","San Benito",7628,6742
"G0600710","1950","California","060","San Bernardino","0710","San Bernardino",142417,139225
"G0600730","1950","California","060","San Diego","0730","San Diego",290163,266645
"G0600750","1950","California","060","San Francisco","0750","San Francisco",389866,385491
"G0600770","1950","California","060","San Joaquin","0770","San Joaquin",105879,94871
"G0600790","1950","California","060","San Luis Obispo","0790","San Luis Obispo",26962,24455
"G0600810","1950","California","060","San Mateo","0810","San Mateo",118272,117387
"G0600830","1950","California","060","Santa Barbara","0830","Santa Barbara",48705,49515
"G0600850","1950","California","060","Santa Clara","0850","Santa Clara",143980,146567
"G0600870","1950","California","060","Santa Cruz","0870","Santa Cruz",32880,33654
"G0600890","1950","California","060","Shasta","0890","Shasta",18928,17485
"G0600910","1950","California","060","Sierra","0910","Sierra",1332,1078
"G0600930","1950","California","060","Siskiyou","0930","Siskiyou",16386,14347
"G0600950","1950","California","060","Solano","0950","Solano",56556,48277
"G0600970","1950","California","060","Sonoma","0970","Sonoma",52313,51092
"G0600990","1950","California","060","Stanislaus","0990","Stanislaus",64437,62794
"G0601010","1950","California","060","Sutter","1010","Sutter",13821,12418
"G0601030","1950","California","060","Tehama","1030","Tehama",9978,9298
"G0601050","1950","California","060","Trinity","1050","Trinity",2851,2236
"G0601070","1950","California","060","Tulare","1070","Tulare",76432,72832
"G0601090","1950","California","060","Tuolumne","1090","Tuolumne",6656,5928
"G0601110","1950","California","060","Ventura","1110","Ventura",58562,56085
"G0601130","1950","California","060","Yolo","1130","Yolo",22153,18487
"G0601150","1950","California","060","Yuba","1150","Yuba",12766,11654
"G0800010","1950","Colorado","080","Adams","0010","Adams",21635,18599
"G0800030","1950","Colorado","080","Alamosa","0030","Alamosa",5311,5220
"G0800050","1950","Colorado","080","Arapahoe","0050","Arapahoe",26147,25978
"G0800070","1950","Colorado","080","Archuleta","0070","Archuleta",1555,1475
"G0800090","1950","Colorado","080","Baca","0090","Baca",4197,3767
"G0800110","1950","Colorado","080","Bent","0110","Bent",4919,3856
"G0800130","1950","Colorado","080","Boulder","0130","Boulder",24412,23884
"G0800150","1950","Colorado","080","Chaffee","0150","Chaffee",3686,3482
"G0800170","1950","Colorado","080","Cheyenne","0170","Cheyenne",1807,1646
"G0800190","1950","Colorado","080","Clear Creek","0190","Clear Creek",1671,1618
"G0800210","1950","Colorado","080","Conejos","0210","Conejos",5125,5046
"G0800230","1950","Colorado","080","Costilla","0230","Costilla",3036,3031
"G0800250","1950","Colorado","080","Crowley","0250","Crowley",2711,2511
"G0800270","1950","Colorado","080","Custer","0270","Custer",837,736
"G0800290","1950","Colorado","080","Delta","0290","Delta",8848,8517
"G0800310","1950","Colorado","080","Denver","0310","Denver",200558,215228
"G0800330","1950","Colorado","080","Dolores","0330","Dolores",1041,925
"G0800350","1950","Colorado","080","Douglas","0350","Douglas",1820,1687
"G0800370","1950","Colorado","080","Eagle","0370","Eagle",2405,2083
"G0800390","1950","Colorado","080","Elbert","0390","Elbert",2386,2091
"G0800410","1950","Colorado","080","El Paso","0410","El Paso",36922,37601
"G0800430","1950","Colorado","080","Fremont","0430","Fremont",9680,8686
"G0800450","1950","Colorado","080","Garfield","0450","Garfield",5982,5643
"G0800470","1950","Colorado","080","Gilpin","0470","Gilpin",457,393
"G0800490","1950","Colorado","080","Grand","0490","Grand",2153,1810
"G0800510","1950","Colorado","080","Gunnison","0510","Gunnison",3053,2663
"G0800530","1950","Colorado","080","Hinsdale","0530","Hinsdale",137,126
"G0800550","1950","Colorado","080","Huerfano","0550","Huerfano",5382,5167
"G0800570","1950","Colorado","080","Jackson","0570","Jackson",1174,802
"G0800590","1950","Colorado","080","Jefferson","0590","Jefferson",28443,27244
"G0800610","1950","Colorado","080","Kiowa","0610","Kiowa",1645,1358
"G0800630","1950","Colorado","080","Kit Carson","0630","Kit Carson",4507,4093
"G0800650","1950","Colorado","080","Lake","0650","Lake",3189,2961
"G0800670","1950","Colorado","080","La Plata","0670","La Plata",7565,7315
"G0800690","1950","Colorado","080","Larimer","0690","Larimer",22143,21411
"G0800710","1950","Colorado","080","Las Animas","0710","Las Animas",13054,12848
"G0800730","1950","Colorado","080","Lincoln","0730","Lincoln",3098,2811
"G0800750","1950","Colorado","080","Logan","0750","Logan",8760,8427
"G0800770","1950","Colorado","080","Mesa","0770","Mesa",19697,19277
"G0800790","1950","Colorado","080","Mineral","0790","Mineral",363,335
"G0800810","1950","Colorado","080","Moffat","0810","Moffat",3132,2814
"G0800830","1950","Colorado","080","Montezuma","0830","Montezuma",5175,4816
"G0800850","1950","Colorado","080","Montrose","0850","Montrose",7872,7348
"G0800870","1950","Colorado","080","Morgan","0870","Morgan",9246,8828
"G0800890","1950","Colorado","080","Otero","0890","Otero",12530,12745
"G0800910","1950","Colorado","080","Ouray","0910","Ouray",1128,975
"G0800930","1950","Colorado","080","Park","0930","Park",1032,838
"G0800950","1950","Colorado","080","Phillips","0950","Phillips",2513,2411
"G0800970","1950","Colorado","080","Pitkin","0970","Pitkin",864,782
"G0800990","1950","Colorado","080","Prowers","0990","Prowers",7636,7200
"G0801010","1950","Colorado","080","Pueblo","1010","Pueblo",44971,45217
"G0801030","1950","Colorado","080","Rio Blanco","1030","Rio Blanco",2514,2205
"G0801050","1950","Colorado","080","Rio Grande","1050","Rio Grande",6498,6334
"G0801070","1950","Colorado","080","Routt","1070","Routt",4789,4151
"G0801090","1950","Colorado","080","Saguache","1090","Saguache",2946,2718
"G0801110","1950","Colorado","080","San Juan","1110","San Juan",785,686
"G0801130","1950","Colorado","080","San Miguel","1130","San Miguel",1463,1230
"G0801150","1950","Colorado","080","Sedgwick","1150","Sedgwick",2624,2471
"G0801170","1950","Colorado","080","Summit","1170","Summit",597,538
"G0801190","1950","Colorado","080","Teller","1190","Teller",1416,1338
"G0801210","1950","Colorado","080","Washington","1210","Washington",3969,3551
"G0801230","1950","Colorado","080","Weld","1230","Weld",34339,33165
"G0801250","1950","Colorado","080","Yuma","1250","Yuma",5599,5228
"G0900010","1950","Connecticut","090","Fairfield","0010","Fairfield",246336,258006
"G0900030","1950","Connecticut","090","Hartford","0030","Hartford",264297,275364
"G0900050","1950","Connecticut","090","Litchfield","0050","Litchfield",49002,49870
"G0900070","1950","Connecticut","090","Middlesex","0070","Middlesex",33289,34043
"G0900090","1950","Connecticut","090","New Haven","0090","New Haven",269234,276550
"G0900110","1950","Connecticut","090","New London","0110","New London",72809,72012
"G0900130","1950","Connecticut","090","Tolland","0130","Tolland",23118,21591
"G0900150","1950","Connecticut","090","Windham","0150","Windham",30412,31347
"G1000010","1950","Delaware","100","Kent","0010","Kent",19087,18783
"G1000030","1950","Delaware","100","New Castle","0030","New Castle",107509,111370
"G1000050","1950","Delaware","100","Sussex","0050","Sussex",30748,30588
"G1100010","1950","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",377918,424260
"G1200010","1950","Florida","120","Alachua","0010","Alachua",30131,26895
"G1200030","1950","Florida","120","Baker","0030","Baker",3265,3048
"G1200050","1950","Florida","120","Bay","0050","Bay",21879,20810
"G1200070","1950","Florida","120","Bradford","0070","Bradford",5725,5732
"G1200090","1950","Florida","120","Brevard","0090","Brevard",11830,11823
"G1200110","1950","Florida","120","Broward","0110","Broward",40973,42960
"G1200130","1950","Florida","120","Calhoun","0130","Calhoun",3983,3939
"G1200150","1950","Florida","120","Charlotte","0150","Charlotte",2158,2128
"G1200170","1950","Florida","120","Citrus","0170","Citrus",3080,3031
"G1200190","1950","Florida","120","Clay","0190","Clay",7968,6355
"G1200210","1950","Florida","120","Collier","0210","Collier",3533,2955
"G1200230","1950","Florida","120","Columbia","0230","Columbia",9029,9187
"G1200250","1950","Florida","120","Dade","0250","Dade",242101,252983
"G1200270","1950","Florida","120","De Soto","0270","De Soto",4528,4714
"G1200290","1950","Florida","120","Dixie","0290","Dixie",1976,1952
"G1200310","1950","Florida","120","Duval","0310","Duval",146934,157095
"G1200330","1950","Florida","120","Escambia","0330","Escambia",56455,56251
"G1200350","1950","Florida","120","Flagler","0350","Flagler",1757,1610
"G1200370","1950","Florida","120","Franklin","0370","Franklin",2800,3014
"G1200390","1950","Florida","120","Gadsden","0390","Gadsden",17428,19029
"G1200410","1950","Florida","120","Gilchrist","0410","Gilchrist",1789,1710
"G1200430","1950","Florida","120","Glades","0430","Glades",1179,1020
"G1200450","1950","Florida","120","Gulf","0450","Gulf",3729,3731
"G1200470","1950","Florida","120","Hamilton","0470","Hamilton",4425,4556
"G1200490","1950","Florida","120","Hardee","0490","Hardee",5032,5041
"G1200510","1950","Florida","120","Hendry","0510","Hendry",3208,2843
"G1200530","1950","Florida","120","Hernando","0530","Hernando",3389,3304
"G1200550","1950","Florida","120","Highlands","0550","Highlands",6720,6916
"G1200570","1950","Florida","120","Hillsborough","0570","Hillsborough",122976,126918
"G1200590","1950","Florida","120","Holmes","0590","Holmes",7079,6909
"G1200610","1950","Florida","120","Indian River","0610","Indian River",5991,5881
"G1200630","1950","Florida","120","Jackson","0630","Jackson",17145,17500
"G1200650","1950","Florida","120","Jefferson","0650","Jefferson",5049,5364
"G1200670","1950","Florida","120","Lafayette","0670","Lafayette",1809,1631
"G1200690","1950","Florida","120","Lake","0690","Lake",17876,18464
"G1200710","1950","Florida","120","Lee","0710","Lee",11527,11877
"G1200730","1950","Florida","120","Leon","0730","Leon",24250,27340
"G1200750","1950","Florida","120","Levy","0750","Levy",5364,5273
"G1200770","1950","Florida","120","Liberty","0770","Liberty",1592,1590
"G1200790","1950","Florida","120","Madison","0790","Madison",7030,7167
"G1200810","1950","Florida","120","Manatee","0810","Manatee",16821,17883
"G1200830","1950","Florida","120","Marion","0830","Marion",18648,19539
"G1200850","1950","Florida","120","Martin","0850","Martin",4009,3798
"G1200870","1950","Florida","120","Monroe","0870","Monroe",17923,12034
"G1200890","1950","Florida","120","Nassau","0890","Nassau",6424,6387
"G1200910","1950","Florida","120","Okaloosa","0910","Okaloosa",15404,12129
"G1200930","1950","Florida","120","Okeechobee","0930","Okeechobee",1709,1745
"G1200950","1950","Florida","120","Orange","0950","Orange",55112,59838
"G1200970","1950","Florida","120","Osceola","0970","Osceola",5496,5910
"G1200990","1950","Florida","120","Palm Beach","0990","Palm Beach",56304,58384
"G1201010","1950","Florida","120","Pasco","1010","Pasco",10423,10106
"G1201030","1950","Florida","120","Pinellas","1030","Pinellas",74427,84822
"G1201050","1950","Florida","120","Polk","1050","Polk",61526,62471
"G1201070","1950","Florida","120","Putnam","1070","Putnam",11693,11922
"G1201090","1950","Florida","120","St Johns","1090","St Johns",12069,12929
"G1201110","1950","Florida","120","St Lucie","1110","St Lucie",10118,10062
"G1201130","1950","Florida","120","Santa Rosa","1130","Santa Rosa",9742,8812
"G1201150","1950","Florida","120","Sarasota","1150","Sarasota",14070,14757
"G1201170","1950","Florida","120","Seminole","1170","Seminole",13129,13754
"G1201190","1950","Florida","120","Sumter","1190","Sumter",5754,5576
"G1201210","1950","Florida","120","Suwannee","1210","Suwannee",8560,8426
"G1201230","1950","Florida","120","Taylor","1230","Taylor",5194,5222
"G1201250","1950","Florida","120","Union","1250","Union",6345,2561
"G1201270","1950","Florida","120","Volusia","1270","Volusia",35474,38755
"G1201290","1950","Florida","120","Wakulla","1290","Wakulla",2615,2643
"G1201310","1950","Florida","120","Walton","1310","Walton",7294,7431
"G1201330","1950","Florida","120","Washington","1330","Washington",5942,5946
"G1300010","1950","Georgia","130","Appling","0010","Appling",7144,6859
"G1300030","1950","Georgia","130","Atkinson","0030","Atkinson",3731,3631
"G1300050","1950","Georgia","130","Bacon","0050","Bacon",4476,4464
"G1300070","1950","Georgia","130","Baker","0070","Baker",3052,2900
"G1300090","1950","Georgia","130","Baldwin","0090","Baldwin",13806,15900
"G1300110","1950","Georgia","130","Banks","0110","Banks",3490,3445
"G1300130","1950","Georgia","130","Barrow","0130","Barrow",6334,6781
"G1300150","1950","Georgia","130","Bartow","0150","Bartow",13516,13854
"G1300170","1950","Georgia","130","Ben Hill","0170","Ben Hill",7189,7690
"G1300190","1950","Georgia","130","Berrien","0190","Berrien",7107,6859
"G1300210","1950","Georgia","130","Bibb","0210","Bibb",53530,60549
"G1300230","1950","Georgia","130","Bleckley","0230","Bleckley",4557,4661
"G1300250","1950","Georgia","130","Brantley","0250","Brantley",3243,3144
"G1300270","1950","Georgia","130","Brooks","0270","Brooks",8929,9240
"G1300290","1950","Georgia","130","Bryan","0290","Bryan",3023,2942
"G1300310","1950","Georgia","130","Bulloch","0310","Bulloch",12424,12316
"G1300330","1950","Georgia","130","Burke","0330","Burke",11226,12232
"G1300350","1950","Georgia","130","Butts","0350","Butts",4418,4661
"G1300370","1950","Georgia","130","Calhoun","0370","Calhoun",4221,4357
"G1300390","1950","Georgia","130","Camden","0390","Camden",3670,3652
"G1300430","1950","Georgia","130","Candler","0430","Candler",4046,4017
"G1300450","1950","Georgia","130","Carroll","0450","Carroll",16782,17330
"G1300470","1950","Georgia","130","Catoosa","0470","Catoosa",7561,7585
"G1300490","1950","Georgia","130","Charlton","0490","Charlton",2526,2295
"G1300510","1950","Georgia","130","Chatham","0510","Chatham",72527,78954
"G1300530","1950","Georgia","130","Chattahoochee","0530","Chattahoochee",9440,2709
"G1300550","1950","Georgia","130","Chattooga","0550","Chattooga",10520,10677
"G1300570","1950","Georgia","130","Cherokee","0570","Cherokee",10402,10348
"G1300590","1950","Georgia","130","Clarke","0590","Clarke",17971,18579
"G1300610","1950","Georgia","130","Clay","0610","Clay",2799,3045
"G1300630","1950","Georgia","130","Clayton","0630","Clayton",11858,11014
"G1300650","1950","Georgia","130","Clinch","0650","Clinch",3047,2960
"G1300670","1950","Georgia","130","Cobb","0670","Cobb",30743,31087
"G1300690","1950","Georgia","130","Coffee","0690","Coffee",12199,11762
"G1300710","1950","Georgia","130","Colquitt","0710","Colquitt",16932,17067
"G1300730","1950","Georgia","130","Columbia","0730","Columbia",4764,4761
"G1300750","1950","Georgia","130","Cook","0750","Cook",6039,6162
"G1300770","1950","Georgia","130","Coweta","0770","Coweta",13669,14117
"G1300790","1950","Georgia","130","Crawford","0790","Crawford",3058,3022
"G1300810","1950","Georgia","130","Crisp","0810","Crisp",8497,9166
"G1300830","1950","Georgia","130","Dade","0830","Dade",3754,3610
"G1300850","1950","Georgia","130","Dawson","0850","Dawson",1871,1841
"G1300870","1950","Georgia","130","Decatur","0870","Decatur",11467,12153
"G1300890","1950","Georgia","130","DeKalb","0890","De Kalb",66349,70046
"G1300910","1950","Georgia","130","Dodge","0910","Dodge",8889,8976
"G1300930","1950","Georgia","130","Dooly","0930","Dooly",6951,7208
"G1300950","1950","Georgia","130","Dougherty","0950","Dougherty",20998,22619
"G1300970","1950","Georgia","130","Douglas","0970","Douglas",6100,6073
"G1300990","1950","Georgia","130","Early","0990","Early",8618,8795
"G1301010","1950","Georgia","130","Echols","1010","Echols",1289,1205
"G1301030","1950","Georgia","130","Effingham","1030","Effingham",4595,4538
"G1301050","1950","Georgia","130","Elbert","1050","Elbert",9198,9387
"G1301070","1950","Georgia","130","Emanuel","1070","Emanuel",9898,9891
"G1301090","1950","Georgia","130","Evans","1090","Evans",3266,3387
"G1301110","1950","Georgia","130","Fannin","1110","Fannin",7612,7580
"G1301130","1950","Georgia","130","Fayette","1130","Fayette",4003,3975
"G1301150","1950","Georgia","130","Floyd","1150","Floyd",30259,32640
"G1301170","1950","Georgia","130","Forsyth","1170","Forsyth",5519,5486
"G1301190","1950","Georgia","130","Franklin","1190","Franklin",7120,7326
"G1301210","1950","Georgia","130","Fulton","1210","Fulton",224543,249029
"G1301230","1950","Georgia","130","Gilmer","1230","Gilmer",5073,4890
"G1301250","1950","Georgia","130","Glascock","1250","Glascock",1792,1787
"G1301270","1950","Georgia","130","Glynn","1270","Glynn",14000,15046
"G1301290","1950","Georgia","130","Gordon","1290","Gordon",9432,9490
"G1301310","1950","Georgia","130","Grady","1310","Grady",9381,9547
"G1301330","1950","Georgia","130","Greene","1330","Greene",6325,6518
"G1301350","1950","Georgia","130","Gwinnett","1350","Gwinnett",16191,16129
"G1301370","1950","Georgia","130","Habersham","1370","Habersham",8212,8341
"G1301390","1950","Georgia","130","Hall","1390","Hall",19428,20685
"G1301410","1950","Georgia","130","Hancock","1410","Hancock",5427,5625
"G1301430","1950","Georgia","130","Haralson","1430","Haralson",7136,7527
"G1301450","1950","Georgia","130","Harris","1450","Harris",5594,5671
"G1301470","1950","Georgia","130","Hart","1470","Hart",7237,7258
"G1301490","1950","Georgia","130","Heard","1490","Heard",3507,3468
"G1301510","1950","Georgia","130","Henry","1510","Henry",7910,7947
"G1301530","1950","Georgia","130","Houston","1530","Houston",10736,10228
"G1301550","1950","Georgia","130","Irwin","1550","Irwin",6060,5913
"G1301570","1950","Georgia","130","Jackson","1570","Jackson",9404,9593
"G1301590","1950","Georgia","130","Jasper","1590","Jasper",3680,3793
"G1301610","1950","Georgia","130","Jeff Davis","1610","Jeff Davis",4709,4590
"G1301630","1950","Georgia","130","Jefferson","1630","Jefferson",9083,9772
"G1301650","1950","Georgia","130","Jenkins","1650","Jenkins",5022,5242
"G1301670","1950","Georgia","130","Johnson","1670","Johnson",4885,5008
"G1301690","1950","Georgia","130","Jones","1690","Jones",3734,3804
"G1301710","1950","Georgia","130","Lamar","1710","Lamar",4954,5288
"G1301730","1950","Georgia","130","Lanier","1730","Lanier",2645,2506
"G1301750","1950","Georgia","130","Laurens","1750","Laurens",16393,16730
"G1301770","1950","Georgia","130","Lee","1770","Lee",3257,3417
"G1301790","1950","Georgia","130","Liberty","1790","Liberty",4238,4206
"G1301810","1950","Georgia","130","Lincoln","1810","Lincoln",3258,3204
"G1301830","1950","Georgia","130","Long","1830","Long",1828,1770
"G1301850","1950","Georgia","130","Lowndes","1850","Lowndes",17052,18159
"G1301870","1950","Georgia","130","Lumpkin","1870","Lumpkin",3457,3117
"G1301890","1950","Georgia","130","McDuffie","1890","Mcduffie",5590,5853
"G1301910","1950","Georgia","130","McIntosh","1910","Mcintosh",2987,3021
"G1301930","1950","Georgia","130","Macon","1930","Macon",6789,7424
"G1301950","1950","Georgia","130","Madison","1950","Madison",6114,6124
"G1301970","1950","Georgia","130","Marion","1970","Marion",3198,3323
"G1301990","1950","Georgia","130","Meriwether","1990","Meriwether",10116,10939
"G1302010","1950","Georgia","130","Miller","2010","Miller",4554,4469
"G1302050","1950","Georgia","130","Mitchell","2050","Mitchell",11034,11494
"G1302070","1950","Georgia","130","Monroe","2070","Monroe",5000,5523
"G1302090","1950","Georgia","130","Montgomery","2090","Montgomery",3975,3926
"G1302110","1950","Georgia","130","Morgan","2110","Morgan",5824,6075
"G1302130","1950","Georgia","130","Murray","2130","Murray",5385,5291
"G1302150","1950","Georgia","130","Muscogee","2150","Muscogee",59301,58727
"G1302170","1950","Georgia","130","Newton","2170","Newton",9929,10256
"G1302190","1950","Georgia","130","Oconee","2190","Oconee",3493,3516
"G1302210","1950","Georgia","130","Oglethorpe","2210","Oglethorpe",4967,4991
"G1302230","1950","Georgia","130","Paulding","2230","Paulding",5894,5858
"G1302250","1950","Georgia","130","Peach","2250","Peach",5529,6176
"G1302270","1950","Georgia","130","Pickens","2270","Pickens",4456,4399
"G1302290","1950","Georgia","130","Pierce","2290","Pierce",5604,5508
"G1302310","1950","Georgia","130","Pike","2310","Pike",4198,4261
"G1302330","1950","Georgia","130","Polk","2330","Polk",14955,16021
"G1302350","1950","Georgia","130","Pulaski","2350","Pulaski",4256,4552
"G1302370","1950","Georgia","130","Putnam","2370","Putnam",3787,3944
"G1302390","1950","Georgia","130","Quitman","2390","Quitman",1468,1547
"G1302410","1950","Georgia","130","Rabun","2410","Rabun",3713,3711
"G1302430","1950","Georgia","130","Randolph","2430","Randolph",6505,7299
"G1302450","1950","Georgia","130","Richmond","2450","Richmond",54737,54139
"G1302470","1950","Georgia","130","Rockdale","2470","Rockdale",4232,4232
"G1302490","1950","Georgia","130","Schley","2490","Schley",1968,2068
"G1302510","1950","Georgia","130","Screven","2510","Screven",8991,9009
"G1302530","1950","Georgia","130","Seminole","2530","Seminole",3865,4039
"G1302550","1950","Georgia","130","Spalding","2550","Spalding",14896,16149
"G1302570","1950","Georgia","130","Stephens","2570","Stephens",8051,8596
"G1302590","1950","Georgia","130","Stewart","2590","Stewart",4448,4746
"G1302610","1950","Georgia","130","Sumter","2610","Sumter",11523,12685
"G1302630","1950","Georgia","130","Talbot","2630","Talbot",3772,3915
"G1302650","1950","Georgia","130","Taliaferro","2650","Taliaferro",2155,2360
"G1302670","1950","Georgia","130","Tattnall","2670","Tattnall",8541,7398
"G1302690","1950","Georgia","130","Taylor","2690","Taylor",4503,4610
"G1302710","1950","Georgia","130","Telfair","2710","Telfair",6632,6589
"G1302730","1950","Georgia","130","Terrell","2730","Terrell",6814,7500
"G1302750","1950","Georgia","130","Thomas","2750","Thomas",16656,17276
"G1302770","1950","Georgia","130","Tift","2770","Tift",11321,11324
"G1302790","1950","Georgia","130","Toombs","2790","Toombs",8585,8797
"G1302810","1950","Georgia","130","Towns","2810","Towns",2394,2409
"G1302830","1950","Georgia","130","Treutlen","2830","Treutlen",3231,3291
"G1302850","1950","Georgia","130","Troup","2850","Troup",23734,26107
"G1302870","1950","Georgia","130","Turner","2870","Turner",5283,5196
"G1302890","1950","Georgia","130","Twiggs","2890","Twiggs",4177,4131
"G1302910","1950","Georgia","130","Union","2910","Union",3688,3630
"G1302930","1950","Georgia","130","Upson","2930","Upson",12042,13036
"G1302950","1950","Georgia","130","Walker","2950","Walker",18926,19272
"G1302970","1950","Georgia","130","Walton","2970","Walton",9884,10346
"G1302990","1950","Georgia","130","Ware","2990","Ware",14711,15578
"G1303010","1950","Georgia","130","Warren","3010","Warren",4270,4509
"G1303030","1950","Georgia","130","Washington","3030","Washington",10202,10810
"G1303050","1950","Georgia","130","Wayne","3050","Wayne",7221,7027
"G1303070","1950","Georgia","130","Webster","3070","Webster",2011,2070
"G1303090","1950","Georgia","130","Wheeler","3090","Wheeler",3437,3275
"G1303110","1950","Georgia","130","White","3110","White",3002,2949
"G1303130","1950","Georgia","130","Whitfield","3130","Whitfield",16596,17836
"G1303150","1950","Georgia","130","Wilcox","3150","Wilcox",5117,5050
"G1303170","1950","Georgia","130","Wilkes","3170","Wilkes",6133,6255
"G1303190","1950","Georgia","130","Wilkinson","3190","Wilkinson",4922,4859
"G1303210","1950","Georgia","130","Worth","3210","Worth",9570,9787
"G1550015","1950","Hawaii Territory","155","Hawaii","0015","Hawaii",38008,30342
"G1550035","1950","Hawaii Territory","155","Honolulu","0035","Honolulu",191891,161129
"G1550075","1950","Hawaii Territory","155","Kauai","0075","Kauai",17087,12818
"G1550095","1950","Hawaii Territory","155","Maui","0095","Maui",26909,21610
"G1600010","1950","Idaho","160","Ada","0010","Ada",34891,35758
"G1600030","1950","Idaho","160","Adams","0030","Adams",1779,1568
"G1600050","1950","Idaho","160","Bannock","0050","Bannock",21434,20311
"G1600070","1950","Idaho","160","Bear Lake","0070","Bear Lake",3548,3286
"G1600090","1950","Idaho","160","Benewah","0090","Benewah",3336,2837
"G1600110","1950","Idaho","160","Bingham","0110","Bingham",12010,11261
"G1600130","1950","Idaho","160","Blaine","0130","Blaine",2830,2554
"G1600150","1950","Idaho","160","Boise","0150","Boise",997,779
"G1600170","1950","Idaho","160","Bonner","0170","Bonner",7719,7134
"G1600190","1950","Idaho","160","Bonneville","0190","Bonneville",15252,14958
"G1600210","1950","Idaho","160","Boundary","0210","Boundary",3151,2757
"G1600230","1950","Idaho","160","Butte","0230","Butte",1462,1260
"G1600250","1950","Idaho","160","Camas","0250","Camas",586,493
"G1600270","1950","Idaho","160","Canyon","0270","Canyon",27074,26523
"G1600290","1950","Idaho","160","Caribou","0290","Caribou",2883,2693
"G1600310","1950","Idaho","160","Cassia","0310","Cassia",7504,7125
"G1600330","1950","Idaho","160","Clark","0330","Clark",488,430
"G1600350","1950","Idaho","160","Clearwater","0350","Clearwater",4546,3671
"G1600370","1950","Idaho","160","Custer","0370","Custer",1817,1501
"G1600390","1950","Idaho","160","Elmore","0390","Elmore",3513,3174
"G1600410","1950","Idaho","160","Franklin","0410","Franklin",5000,4867
"G1600430","1950","Idaho","160","Fremont","0430","Fremont",4810,4541
"G1600450","1950","Idaho","160","Gem","0450","Gem",4514,4216
"G1600470","1950","Idaho","160","Gooding","0470","Gooding",5689,5412
"G1600490","1950","Idaho","160","Idaho","0490","Idaho",6152,5271
"G1600510","1950","Idaho","160","Jefferson","0510","Jefferson",5411,5084
"G1600530","1950","Idaho","160","Jerome","0530","Jerome",6287,5793
"G1600550","1950","Idaho","160","Kootenai","0550","Kootenai",12870,12077
"G1600570","1950","Idaho","160","Latah","0570","Latah",11467,9504
"G1600590","1950","Idaho","160","Lemhi","0590","Lemhi",3393,2885
"G1600610","1950","Idaho","160","Lewis","0610","Lewis",2214,1994
"G1600630","1950","Idaho","160","Lincoln","0630","Lincoln",2238,2018
"G1600650","1950","Idaho","160","Madison","0650","Madison",4667,4489
"G1600670","1950","Idaho","160","Minidoka","0670","Minidoka",5077,4708
"G1600690","1950","Idaho","160","Nez Perce","0690","Nez Perce",11529,11129
"G1600710","1950","Idaho","160","Oneida","0710","Oneida",2268,2119
"G1600730","1950","Idaho","160","Owyhee","0730","Owyhee",3366,2941
"G1600750","1950","Idaho","160","Payette","0750","Payette",6011,5910
"G1600770","1950","Idaho","160","Power","0770","Power",2129,1859
"G1600790","1950","Idaho","160","Shoshone","0790","Shoshone",12075,10731
"G1600810","1950","Idaho","160","Teton","0810","Teton",1707,1497
"G1600830","1950","Idaho","160","Twin Falls","0830","Twin Falls",20870,20109
"G1600850","1950","Idaho","160","Valley","0850","Valley",2218,2052
"G1600870","1950","Idaho","160","Washington","0870","Washington",4455,4121
"G1600875","1950","Idaho","160","Yellowstone National Park","0875","Yellowstone National Park",,
"G1700010","1950","Illinois","170","Adams","0010","Adams",31848,32842
"G1700030","1950","Illinois","170","Alexander","0030","Alexander",9838,10478
"G1700050","1950","Illinois","170","Bond","0050","Bond",7131,7026
"G1700070","1950","Illinois","170","Boone","0070","Boone",8602,8468
"G1700090","1950","Illinois","170","Brown","0090","Brown",3579,3553
"G1700110","1950","Illinois","170","Bureau","0110","Bureau",18856,18855
"G1700130","1950","Illinois","170","Calhoun","0130","Calhoun",3643,3255
"G1700150","1950","Illinois","170","Carroll","0150","Carroll",9646,9330
"G1700170","1950","Illinois","170","Cass","0170","Cass",7452,7645
"G1700190","1950","Illinois","170","Champaign","0190","Champaign",58269,47831
"G1700210","1950","Illinois","170","Christian","0210","Christian",19290,19526
"G1700230","1950","Illinois","170","Clark","0230","Clark",8655,8707
"G1700250","1950","Illinois","170","Clay","0250","Clay",8685,8760
"G1700270","1950","Illinois","170","Clinton","0270","Clinton",11465,11129
"G1700290","1950","Illinois","170","Coles","0290","Coles",19828,20500
"G1700310","1950","Illinois","170","Cook","0310","Cook",2214109,2294683
"G1700330","1950","Illinois","170","Crawford","0330","Crawford",10423,10714
"G1700350","1950","Illinois","170","Cumberland","0350","Cumberland",5335,5161
"G1700370","1950","Illinois","170","DeKalb","0370","De Kalb",20262,20519
"G1700390","1950","Illinois","170","De Witt","0390","De Witt",8323,8571
"G1700410","1950","Illinois","170","Douglas","0410","Douglas",8201,8505
"G1700430","1950","Illinois","170","Du Page","0430","Du Page",76581,78018
"G1700450","1950","Illinois","170","Edgar","0450","Edgar",11416,11991
"G1700470","1950","Illinois","170","Edwards","0470","Edwards",4579,4477
